mouse,day,target_cluster_id,target_shank_id,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um
28,25,158,1,,,pos,0.00703550609440774,
28,25,158,1,0.0,25.0,pos+ngs_shank,0.10163653690419516,269.009434468134
28,25,158,1,1.0,8.0,pos+ngs_shank,0.19737290930665213,151.875
28,25,158,1,2.0,16.0,pos+ngs_shank,0.04846860501910435,313.8588775103375
28,25,158,1,3.0,32.0,pos+ngs_shank,0.07966083737403212,565.9930952309614
