mouse,day,target_cluster_id,target_shank_id,target_cell_type,cell_type,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um
29,18,116,1,NG,NG,,,pos,0.015301497615579885,
29,18,116,1,NG,NG,0.0,7.0,pos+ngs_shank,0.011676482904201068,247.64927952690297
29,18,116,1,NG,NG,1.0,17.0,pos+ngs_shank,0.015044102254638925,69.70588235294107
29,18,116,1,NG,NG,2.0,25.0,pos+ngs_shank,0.013455033568428986,292.96180875795244
29,18,116,1,NG,NG,3.0,5.0,pos+ngs_shank,0.012023662266185864,516.5600284376293
