mouse,day,target_cluster_id,target_shank_id,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um
28,25,177,1,,,pos,0.007060500061924224,
28,25,177,1,0.0,25.0,pos+ngs_shank,0.01231496186256641,330.73224370471553
28,25,177,1,1.0,8.0,pos+ngs_shank,0.012055666639251427,219.3749999999999
28,25,177,1,2.0,16.0,pos+ngs_shank,0.009972519724319884,374.3764911567042
28,25,177,1,3.0,32.0,pos+ngs_shank,0.01937608657029106,635.7924284365463
