mouse,day,target_cluster_id,target_shank_id,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um
28,17,222,3,,,pos,0.10212178258528222,
28,17,222,3,0.0,5.0,pos+ngs_shank,0.20187142520534085,751.4928797501143
28,17,222,3,1.0,6.0,pos+ngs_shank,0.15885217836278692,544.3979424682683
28,17,222,3,2.0,33.0,pos+ngs_shank,0.14653031303128755,283.82521134405823
28,17,222,3,3.0,13.0,pos+ngs_shank,0.29898547397563824,110.76923076923084
