mouse,day,target_cluster_id,target_shank_id,target_cell_type,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um
20,18,126,1,NG,,,pos,0.004866554876478357,
20,18,126,1,NG,0.0,2.0,pos+ngs_shank,0.0012135347639979366,414.6003780519507
20,18,126,1,NG,1.0,32.0,pos+ngs_shank,0.06317778925829895,218.9062499999997
20,18,126,1,NG,2.0,47.0,pos+ngs_shank,0.009831716182259087,302.9040672339677
20,18,126,1,NG,3.0,23.0,pos+ngs_shank,0.0013253138006792619,426.7410825853191
