mouse,day,target_cluster_id,target_shank_id,target_cell_type,cell_type,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um
29,18,235,2,NG,NG,,,pos,0.011505643884457772,
29,18,235,2,NG,NG,0.0,7.0,pos+ngs_shank,0.010698644331536156,516.4868272759195
29,18,235,2,NG,NG,1.0,18.0,pos+ngs_shank,0.011570935788249104,287.5576939351569
29,18,235,2,NG,NG,2.0,24.0,pos+ngs_shank,0.028521553048659144,83.7500000000001
29,18,235,2,NG,NG,3.0,5.0,pos+ngs_shank,0.011123165512619349,252.30659513901082
