mouse,day,target_cluster_id,target_shank_id,target_cell_type,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um
26,19,300,2,NG,,,pos,0.03443509449400557,
26,19,300,2,NG,0.0,17.0,pos+ngs_shank,0.050126411003377794,600.5974560036468
26,19,300,2,NG,1.0,47.0,pos+ngs_shank,0.05824602603842357,399.60756250697034
26,19,300,2,NG,2.0,104.0,pos+ngs_shank,0.1020633555487442,152.30769230769224
26,19,300,2,NG,3.0,44.0,pos+ngs_shank,0.06475771775567392,221.75256459395243
