mouse,day,target_cluster_id,target_shank_id,target_cell_type,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um
26,15,238,1,NG,,,pos,0.004673094209942674,
26,15,238,1,NG,0.0,46.0,pos+ngs_shank,0.00898420872058937,342.0427110523414
26,15,238,1,NG,1.0,22.0,pos+ngs_shank,0.0068384859600940096,266.59090909090907
26,15,238,1,NG,2.0,10.0,pos+ngs_shank,0.007800134131303682,458.5882517057774
26,15,238,1,NG,3.0,3.0,pos+ngs_shank,0.00800788456897029,544.3933762995722
