mouse,day,target_cluster_id,target_shank_id,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um
28,17,70,1,,,pos,0.0009546135346240158,
28,17,70,1,0.0,5.0,pos+ngs_shank,0.03162671478750824,406.53936715514476
28,17,70,1,1.0,6.0,pos+ngs_shank,0.05345855179711869,254.99999999999974
28,17,70,1,2.0,33.0,pos+ngs_shank,0.031293734720031455,318.64140507961054
28,17,70,1,3.0,13.0,pos+ngs_shank,0.03047103087417615,523.1648151228811
