mouse,day,target_cluster_id,target_shank_id,target_cell_type,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um
21,16,474,0,NG,,,pos,0.0008614123213174452,
21,16,474,0,NG,0.0,51.0,pos+ngs_shank,0.029734280596321095,187.05882352941182
21,16,474,0,NG,1.0,30.0,pos+ngs_shank,0.008659065182005276,422.05632755610526
21,16,474,0,NG,2.0,40.0,pos+ngs_shank,0.004290479390175994,466.42922751159114
21,16,474,0,NG,3.0,50.0,pos+ngs_shank,0.0029891034842654874,662.071886871659
