mouse,day,target_cluster_id,target_shank_id,target_cell_type,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um
25,18,113,3,NG,,,pos,0.010133864934720538,
25,18,113,3,NG,0.0,36.0,pos+ngs_shank,0.04256932363733866,744.0817677536921
25,18,113,3,NG,1.0,23.0,pos+ngs_shank,0.07717445700285472,517.2038352639969
25,18,113,3,NG,2.0,24.0,pos+ngs_shank,0.10023429311442963,325.9120638617872
25,18,113,3,NG,3.0,27.0,pos+ngs_shank,0.12456381955706868,216.1111111111113
