mouse,day,target_cluster_id,target_shank_id,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um
25,25,233,2,,,pos,0.0388178690838251,
25,25,233,2,0.0,4.0,pos+ngs_shank,0.045139297246992574,557.6931491559524
25,25,233,2,1.0,7.0,pos+ngs_shank,0.043557743672415036,310.07897185195867
25,25,233,2,2.0,30.0,pos+ngs_shank,0.07004314601983183,185.5000000000004
25,25,233,2,3.0,8.0,pos+ngs_shank,0.044636336942741404,271.3050067087812
