mouse,day,target_cluster_id,target_shank_id,target_cell_type,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um
21,16,13,3,NG,,,pos,-0.0032547740841920025,
21,16,13,3,NG,0.0,52.0,pos+ngs_shank,0.0006423296591971051,632.2510107570201
21,16,13,3,NG,1.0,30.0,pos+ngs_shank,-0.0004992342582087695,569.6179694491598
21,16,13,3,NG,2.0,40.0,pos+ngs_shank,0.0014942534673539564,362.198301959369
21,16,13,3,NG,3.0,49.0,pos+ngs_shank,0.002765713073058851,229.28571428571422
