mouse,day,target_cluster_id,target_shank_id,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um
25,25,15,0,,,pos,0.013416713304020278,
25,25,15,0,0.0,4.0,pos+ngs_shank,0.0738214579692428,26.249999999999773
25,25,15,0,1.0,7.0,pos+ngs_shank,0.05880194528890652,291.378386336453
25,25,15,0,2.0,30.0,pos+ngs_shank,0.032635449427330966,552.9381260466417
25,25,15,0,3.0,8.0,pos+ngs_shank,0.019597979756279627,728.512680028083
