mouse,day,target_cluster_id,target_shank_id,target_cell_type,cell_type,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um
29,18,108,1,NG,NG,,,pos,0.0393268045434508,
29,18,108,1,NG,NG,0.0,7.0,pos+ngs_shank,0.053964342278237085,250.08277958466806
29,18,108,1,NG,NG,1.0,17.0,pos+ngs_shank,0.09253301495667011,78.52941176470587
29,18,108,1,NG,NG,2.0,25.0,pos+ngs_shank,0.07887506131237233,294.3002471806946
29,18,108,1,NG,NG,3.0,5.0,pos+ngs_shank,0.060441632429452365,516.0076133068844
