mouse,day,target_cluster_id,target_shank_id,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um
28,25,154,1,,,pos,0.012839614506756558,
28,25,154,1,0.0,25.0,pos+ngs_shank,0.017745630688601875,265.2270513663318
28,25,154,1,1.0,8.0,pos+ngs_shank,0.03294375309621613,144.3749999999999
28,25,154,1,2.0,16.0,pos+ngs_shank,0.02952462873994377,309.4906445112317
28,25,154,1,3.0,32.0,pos+ngs_shank,0.019921848009836464,559.6741041931772
