mouse,day,target_cluster_id,target_shank_id,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um
29,25,366,2,,,pos,0.030753411952369126,
29,25,366,2,0.0,18.0,pos+ngs_shank,0.032427441636049104,596.5408236531661
29,25,366,2,1.0,51.0,pos+ngs_shank,0.0267819058825531,520.1401449821747
29,25,366,2,2.0,27.0,pos+ngs_shank,0.06791376127291583,190.55555555555534
29,25,366,2,3.0,58.0,pos+ngs_shank,0.055849696846289786,311.60618962190426
