mouse,day,target_cluster_id,target_shank_id,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um
25,25,209,2,,,pos,0.028147054999490495,
25,25,209,2,0.0,4.0,pos+ngs_shank,0.029345012358595223,541.6087086442974
25,25,209,2,1.0,7.0,pos+ngs_shank,0.030596383334566924,290.56590282308275
25,25,209,2,2.0,30.0,pos+ngs_shank,0.04322028901756146,97.5000000000002
25,25,209,2,3.0,8.0,pos+ngs_shank,0.028344265136581847,205.28843530088355
