mouse,day,target_cluster_id,target_shank_id,target_cell_type,cell_type,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um
29,25,342,2,NG,NG,,,pos,0.013094976538278102,
29,25,342,2,NG,NG,0.0,18.0,pos+ngs_shank,0.013600982312989385,644.2496648337187
29,25,342,2,NG,NG,1.0,51.0,pos+ngs_shank,0.11407349313924131,586.7240659416705
29,25,342,2,NG,NG,2.0,26.0,pos+ngs_shank,0.12601365942462223,255.57692307692312
29,25,342,2,NG,NG,3.0,58.0,pos+ngs_shank,0.06457623040992079,324.1415141927011
