mouse,day,target_cluster_id,target_shank_id,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um
20,15,136,1,,,pos,0.011801361782970466,
20,15,136,1,0.0,1.0,pos+ngs_shank,0.012972232894819757,269.810010014658
20,15,136,1,1.0,24.0,pos+ngs_shank,0.020597265873996195,169.37500000000014
20,15,136,1,2.0,10.0,pos+ngs_shank,0.012754523406962415,254.91705146202813
20,15,136,1,3.0,15.0,pos+ngs_shank,0.013241166245850044,384.91849938035637
