mouse,day,target_cluster_id,target_shank_id,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um
25,18,97,3,,,pos,0.004982573533009782,
25,18,97,3,0.0,36.0,pos+ngs_shank,0.06393424365724963,746.4277780339821
25,18,97,3,1.0,23.0,pos+ngs_shank,0.13685744899402857,501.0235225932852
25,18,97,3,2.0,24.0,pos+ngs_shank,0.20574608982869652,286.7175711286671
25,18,97,3,3.0,28.0,pos+ngs_shank,0.251888666502584,180.5357142857142
