mouse,day,target_cluster_id,target_shank_id,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um
28,25,162,1,,,pos,0.0360069420940765,
28,25,162,1,0.0,25.0,pos+ngs_shank,0.12338888878029257,273.45159934218157
28,25,162,1,1.0,8.0,pos+ngs_shank,0.19867748067859298,159.37499999999997
28,25,162,1,2.0,16.0,pos+ngs_shank,0.0626708014007485,318.73188221231544
28,25,162,1,3.0,32.0,pos+ngs_shank,0.10352167294531109,572.6229732588065
