mouse,day,target_cluster_id,target_shank_id,target_cell_type,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um
20,16,103,0,NG,,,pos,0.0013570565779296828,
20,16,103,0,NG,0.0,27.0,pos+ngs_shank,0.20770552109498847,69.444444444444
20,16,103,0,NG,1.0,36.0,pos+ngs_shank,0.16688197950632663,254.99618489740746
20,16,103,0,NG,2.0,46.0,pos+ngs_shank,0.18621474139509725,489.2167014502712
20,16,103,0,NG,3.0,55.0,pos+ngs_shank,0.07322416699832503,600.9199403237106
