mouse,day,target_cluster_id,target_shank_id,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um
21,16,485,0,,,pos,0.015068726398881006,
21,16,485,0,0.0,52.0,pos+ngs_shank,0.052806496236151454,177.1153846153846
21,16,485,0,1.0,30.0,pos+ngs_shank,0.028294613741954265,416.14183385232565
21,16,485,0,2.0,40.0,pos+ngs_shank,0.02797796592991625,468.2261760058369
21,16,485,0,3.0,50.0,pos+ngs_shank,0.02533385808603498,647.3266332980049
