mouse,day,target_cluster_id,target_shank_id,target_cell_type,cell_type,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um
28,25,294,2,NG,NG,,,pos,0.0034543886320054784,
28,25,294,2,NG,NG,0.0,25.0,pos+ngs_shank,0.01982919183013545,507.16303248346975
28,25,294,2,NG,NG,1.0,8.0,pos+ngs_shank,0.016792767549378907,321.7887176965023
28,25,294,2,NG,NG,2.0,15.0,pos+ngs_shank,0.013039963011454048,252.0000000000002
28,25,294,2,NG,NG,3.0,32.0,pos+ngs_shank,0.020929352171675897,444.2475608524109
