mouse,day,target_cluster_id,target_shank_id,target_cell_type,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um
26,15,353,1,NG,,,pos,0.006804033890744243,
26,15,353,1,NG,0.0,46.0,pos+ngs_shank,0.007202544995971494,386.323866739392
26,15,353,1,NG,1.0,22.0,pos+ngs_shank,0.010434232512402964,330.68181818181836
26,15,353,1,NG,2.0,10.0,pos+ngs_shank,0.007134658733134969,408.60242181068344
26,15,353,1,NG,3.0,3.0,pos+ngs_shank,0.006474612525207135,670.0362084510094
