mouse,day,target_cluster_id,target_shank_id,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um
28,25,170,1,,,pos,0.006998603428416949,
28,25,170,1,0.0,25.0,pos+ngs_shank,0.020043126969952474,297.53712999619495
28,25,170,1,1.0,8.0,pos+ngs_shank,0.024581963079212555,189.37500000000003
28,25,170,1,2.0,16.0,pos+ngs_shank,0.01070534374857961,343.02669486237824
28,25,170,1,3.0,32.0,pos+ngs_shank,0.01636434969241337,602.0752831164691
