mouse,day,target_cluster_id,target_shank_id,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um
26,19,126,1,,,pos,0.013029700019979973,
26,19,126,1,0.0,17.0,pos+ngs_shank,0.049964111392430746,375.21654471056416
26,19,126,1,1.0,47.0,pos+ngs_shank,0.0650224913505476,229.78723404255322
26,19,126,1,2.0,105.0,pos+ngs_shank,0.030216238090980806,387.8413708951526
26,19,126,1,3.0,44.0,pos+ngs_shank,0.021227547991232377,538.9085684547907
