mouse,day,target_cluster_id,target_shank_id,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um
28,25,155,1,,,pos,0.030887213458921137,
28,25,155,1,0.0,25.0,pos+ngs_shank,0.04343356119310099,262.1132284683622
28,25,155,1,1.0,8.0,pos+ngs_shank,0.044950198801506455,136.8749999999999
28,25,155,1,2.0,16.0,pos+ngs_shank,0.03271228104730609,305.63884536177966
28,25,155,1,3.0,32.0,pos+ngs_shank,0.03880791092569508,553.6745980499288
