mouse,day,target_cluster_id,target_shank_id,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um
26,15,298,0,,,pos,0.013257102912261409,
26,15,298,0,0.0,46.0,pos+ngs_shank,0.021064497450439968,328.6956521739128
26,15,298,0,1.0,23.0,pos+ngs_shank,0.020982046939649078,419.3993333337516
26,15,298,0,2.0,10.0,pos+ngs_shank,0.017102298574873498,603.6984783663954
26,15,298,0,3.0,3.0,pos+ngs_shank,0.013510594586113856,856.7271211227124
