mouse,day,target_cluster_id,target_shank_id,target_cell_type,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um
26,19,265,2,NG,,,pos,0.01331922245937529,
26,19,265,2,NG,0.0,17.0,pos+ngs_shank,0.02044198556750888,672.4376053156811
26,19,265,2,NG,1.0,47.0,pos+ngs_shank,0.029434372421099208,465.7103186655532
26,19,265,2,NG,2.0,104.0,pos+ngs_shank,0.09381022974214928,224.1346153846154
26,19,265,2,NG,3.0,44.0,pos+ngs_shank,0.04911073096325776,272.3375149407197
