mouse,day,target_cluster_id,target_shank_id,cov_shank_id,n_ngs_cells,covariate_type,pR2_cv,mean_dist_to_ngs_um,cell_type,target_cell_type
29,18,293,3,2.0,25.0,pos+ngs_shank,0.1009900980527428,276.409866931649,NG,NG
29,18,293,3,3.0,4.0,pos+ngs_shank,0.1022037880963107,78.74999999999983,NG,NG
29,18,296,3,,,pos,0.0397619754536203,,NG,NG
29,18,296,3,0.0,7.0,pos+ngs_shank,0.0422702720123567,755.6353665050586,NG,NG
29,18,296,3,1.0,18.0,pos+ngs_shank,0.047384686826607,522.5295485415793,NG,NG
29,18,296,3,2.0,25.0,pos+ngs_shank,0.0458054468585353,261.0161723509892,NG,NG
29,18,296,3,3.0,4.0,pos+ngs_shank,0.049778446942104,63.749999999999886,NG,NG
29,18,302,3,,,pos,0.0697402955337866,,NG,NG
29,18,302,3,0.0,7.0,pos+ngs_shank,0.090746889516945,754.0837540621409,NG,NG
29,18,302,3,1.0,18.0,pos+ngs_shank,0.1243921151596309,519.5375823887941,NG,NG
29,18,302,3,2.0,25.0,pos+ngs_shank,0.1115390168680244,257.85777306009106,NG,NG
29,18,302,3,3.0,4.0,pos+ngs_shank,0.0907429412251257,71.24999999999997,NG,NG
