,cluster_id,brain_region,grid_score,field_size,field_spacing,orientation,_smooth_sigma,travel,sig,null_grid_score,null_field_size,null_field_spacing,null_orientation,null__smooth_sigma,null__skip_shuffles,mouse,day,session_travel_lag,optimal_travel_lag,optimal_travel_lag_grid_score,session_travel_lag_grid_score,zero_lag_grid_score,spatial_information_score,spatial_information_score_no_lag,SC_x,SC_y,SC_z,probe_x,probe_y,theta_index,firing_rate,firing_rate_OF1,firing_rate_VR,classified_by,cell_type,grid_module
 28.51574717 24.42803906 25.63943121 29.43336729 43.847107   30.95137947
 30.87373947 28.45510068 34.88435779 39.88854324 29.03608394 29.0178354
 25.62128674 37.51668901 30.41842966 32.55128901 31.67309403 30.92072403
 26.31435771 27.43242636 30.77822203 27.36527966 35.40441658 21.27452465
 38.35622866 37.82679095 31.36411462 43.82464709 27.12408129 22.81642864
 35.34190978 25.43428163 23.06538279 29.22801108 28.60005219 34.54958974
 27.0618427  28.79614183 42.63450687 36.52368251 22.96087545 35.8369033
 24.51392584 36.49662287]","[31.73420627 45.99588269 43.87229605 52.73650907 30.60534741 47.02979959
 48.19404066 43.70415191 29.46049464 32.37962252 39.19394846 44.25246086
 43.68275819 50.2356388  38.47220864 43.58724024 37.38499088 38.95409034
 51.09423771 39.97260594 55.14886551 34.2753458  47.5084733  36.67182373
 44.36976614 40.34742693 45.39585907 42.83166278 41.31184409 43.90005359
 38.17599022 48.92960967 34.35469939 37.57526837 41.99327666 50.84614664
 37.51697495 29.55071418 43.54653016 43.64487051 36.39330238 32.45952997
 40.60995526 42.25662593 43.31607888 41.07354464 51.22457682 43.48621256
 48.25242483 38.16606208 51.23767402 44.40995207 55.33001141 36.22636477
 50.13628417 39.16870483 39.21708949 29.9112684  34.32266705 38.47913946
 34.85307691 56.90783174 49.51976225 35.25283922 33.02971502 36.96280865
 53.68436829 43.71974102 45.86076335 50.86617017 50.96545452 33.51495437
 41.47592903 35.91454221 42.82397483 41.71948746 44.2616713  42.18277807
 47.29488318 36.63184661 39.80676013 49.68876228 41.92536496 38.77900502
 32.71948501 26.00706248 34.5747049  43.06523732 33.81514476 31.5302938
 42.83140403 32.97532312 38.29085938 34.65567232 38.58361743 36.61065628
 49.34736956 38.9061804  45.94992657 41.86521298 52.29408365 32.7599365
 52.69694298 33.6915805  42.91332018 72.14886228 43.44530361 37.61558319
 33.59501765 39.11129025 44.8611069  45.03321632 41.60064097 46.20532557
 42.59355645 43.69331032 51.97486702 40.58539248 30.6925244  51.00322287
 37.32116389 39.33430431 54.7945923  34.99672833 45.16250094 27.03243115
 58.75936374 38.36326145 36.78435702 41.69949672 37.70840037 54.87644335
 27.17424736 42.68747257 44.50696806 27.65939793 44.14191739 38.24940481
 37.92106224 32.0567384  35.68339119 42.7024443  52.23571669 46.84252827
 34.67047907 31.45053439 35.29895833 33.44862217 44.64039567 40.83420339
 42.46915413 53.67431864 47.90506707 48.08193836 36.76549018 29.82695228
 38.02099623 32.57071874 34.18590828 39.24448972 58.46280933 41.26850597
 41.16498597 37.94013424 46.51247706 53.18472432 38.71477858 38.6904472
 34.16171566 50.02225202 40.55790622 43.40171868 42.23079204 41.22763205
 35.08581028 36.57656848 41.03762937 36.48703955 47.20588877 28.36603287
 51.14163821 50.43572127 41.81881949 58.43286279 36.16544172 30.42190485
 47.12254638 33.91237551 30.75384372 38.97068143 38.13340291 46.06611966
 36.08245693 38.39485577 56.84600917 48.69824335 30.6145006  47.78253773
 32.68523445 48.66216383]","[37.68768611 20.18413862 29.12536996 14.58242055 35.43492861 46.43833448
 10.84114932 31.55676744 24.09927283 29.71844091 47.16401935  9.03748624
 50.5088633  37.63780554 47.56363786 13.52605517 17.58722837 21.4736374
 47.83442456 49.74746241 46.9407319  25.07926068 15.27965579 16.36966247
  4.64903168 56.56850224 52.37696948 31.45924089 17.73345262 51.44663175
 16.55287915 42.42267005 52.5618747  31.3345039  41.9318728  59.77157612
  5.75245478  1.6593762  18.09195177 54.68178111  9.66271547 45.41796954
 37.90829762 59.69785654 16.63408139 52.40484968 41.94506185 39.39909104
  3.30921248 39.37761525 29.98059322  2.99139967 50.31856422 16.8937404
 22.50439043 33.77165243 17.54131461 29.66014994 14.69353085  3.96733962
 17.0813785  45.42749732 18.47338462 55.34515087 38.32055367 35.60981292
 19.15141759 46.51496118 55.38141589  5.12829937 42.08988743 49.73154164
 47.16007159 25.54662408  6.12140934 41.90654188 55.80215899 17.76854591
 51.90420148 40.58181616 41.937465    1.92974748 58.23322351  0.64010422
  5.33038664 22.83279346 59.54821777 17.99349204 14.78399882 36.01072377
 20.13931282 44.68306388 54.33886213  4.70910516 47.79715238 25.13249508
 52.77252771 39.04657742 23.0212467   9.3252591  24.59860746 30.08740329
 46.9627031  33.07837123 49.44427937 27.68468077 36.34927737 30.93188088
 50.08452889  1.3812623   4.96495347 24.04228732 14.22953644 57.59389429
 51.93460892 59.77596261 45.14807452 39.98875142 22.05788333  6.53705555
  7.8412944  52.12600721  5.87254897  3.54433092 47.54712541  8.98988617
 25.65434052 10.18736944 41.86262917  6.98775417 12.04564644 13.11803905
 13.47417361  2.49657992 45.10467787 46.41622537 44.34416291 12.71295128
 19.23583347 18.42851518 12.77928618  4.20339895 28.76894309 50.58626613
 35.71536298 16.58451178 32.81520228 49.05681704 17.07298683 13.12117422
  1.54835201  0.1025186  27.57709896  7.54738191 19.70152168 18.73243846
 38.62698772 42.78573031 39.48559775 49.45912237 35.61392764 37.58969481
 37.28920172 45.70812417 51.97228096 16.07964389 17.80918595 23.66111481
 35.52486601 27.65494395 19.96348147 41.94336597 10.02924914 10.83804146
 14.95150217 47.19628661  3.09655444 23.89302772  1.84512466  3.09627452
 52.26797797 29.16868132 59.99115183 21.52973515 15.69573874 19.74316993
 47.35498371  3.00538983 46.53646299 51.45669955  7.93539302  5.30522031
 14.55064727 14.38357072 32.2377001  31.74182118 59.26285484 54.62702854
 56.67382074  0.21270191]","[1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5
 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5
 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5
 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5
 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5
 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5
 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5
 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5
 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5
 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5
 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5
 1.5 1.5]",,20.0,23.0,0.0,-42.0,18.0,-0.43661124838176024,-0.43661124838176024,0.07165890354065231,0.07165890354065231,-3330.0,3478.062732081963,4272.57548067576,250.0,885.0,0.06537626114622933,5.547956506891537,7.949268007962261,4.625434189642908,OF1,NG,
23,117,ENTm2,-0.14016295369394913,45.806223623599934,61.07496483146658,5.763744476768065,1.5,0,False,"[-8.16517961e-02 -3.57490237e-01 -4.29557102e-01 -1.26625010e-01
 -4.85446844e-01 -2.78577451e-01 -1.90352419e-01 -6.43407899e-02
 -2.81590802e-01 -3.41892683e-01 -7.53369850e-02 -2.94756906e-01
  8.89205719e-03  6.43917490e-05 -8.48478224e-02  3.18635311e-01
 -3.52472047e-01 -5.87262508e-01 -6.33100566e-01 -3.69938643e-01
 -3.03500705e-01 -8.67025972e-01 -6.33353970e-01 -5.29209928e-02
 -5.92661140e-01 -3.06043486e-01  1.95426190e-02  4.51911002e-02
 -1.33550171e-02 -6.33516382e-01 -3.78048216e-01 -1.81355340e-01
 -2.40097854e-01 -4.47685716e-01  1.91925555e-01  5.11557621e-01
 -1.08238098e-01 -7.72684028e-02 -3.14632073e-01  4.90347033e-01
  2.11921780e-01  3.46013281e-01 -1.78920302e-01 -4.08553499e-01
 -3.75550285e-01  6.04305675e-02  6.56541132e-02 -2.13522609e-01
 -5.23157321e-01 -3.85901069e-01 -9.17017436e-02 -1.61466908e-01
 -3.99621507e-01 -4.41300875e-01 -4.20768598e-01  2.02956275e-01
  8.40948139e-04  3.08298806e-01 -3.42838364e-01 -1.19313396e-01
 -2.75358643e-01 -2.12458940e-01 -2.76614824e-01 -7.96503474e-01
  3.99801244e-02 -1.20766705e-01 -1.51516554e-01 -3.59447393e-01
  2.65382535e-01 -1.70948863e-01 -2.09432760e-01 -4.87049655e-01
 -2.71733005e-01 -4.58823218e-01 -4.53105532e-01 -1.26332722e-01
 -2.26811866e-01 -5.03858718e-02 -5.46065434e-01 -3.32029202e-01
 -3.12845482e-01 -3.07966036e-01 -4.24526247e-01 -1.77463626e-01
 -4.46005378e-01  4.38845919e-02  9.03396076e-02 -6.04211611e-01
 -2.34313939e-01  4.12054408e-02 -4.74018396e-01 -5.22113516e-02
 -3.31478859e-02 -5.70785164e-01 -3.23369362e-01 -4.52938245e-01
 -3.18229555e-01  1.27467109e-01 -4.58274159e-01 -1.38569456e-01
 -2.82369803e-01 -4.00712129e-01 -6.79703641e-01 -4.94314179e-01
 -8.32911800e-02 -6.61203376e-01  2.57120693e-01 -3.43917180e-01
 -1.90832461e-01  1.72274721e-02  1.07230529e-01  6.61183348e-02
 -5.31411216e-01 -5.82332690e-01 -4.35652918e-01 -1.98298488e-01
 -4.00142373e-01 -3.09428422e-01 -1.51567795e-01 -4.23701374e-01
 -4.53107556e-01  3.83704169e-01 -3.18768482e-01 -2.79615303e-01
 -2.34534020e-01 -5.05945198e-01 -5.26808088e-01 -1.51544264e-01
  1.48258625e-01 -1.24879189e-01 -2.56392458e-01 -3.29677590e-01
  1.70387449e-01 -4.39739888e-01 -4.01570253e-01 -1.77444579e-01
 -8.68116001e-02 -1.63046091e-01 -1.87620726e-01 -3.44751729e-01
 -7.16656577e-01 -5.01398112e-01 -3.06722271e-01 -2.87458124e-01
 -4.77272683e-01 -1.45227189e-01 -3.48070945e-01 -2.13161597e-01
 -2.13156612e-01 -9.88402010e-02 -3.59488674e-01 -6.86999825e-02
 -3.74935561e-01  4.58565144e-01 -5.38923792e-01  4.40752671e-01
 -1.06724695e-01 -9.14619011e-02 -3.30137616e-01 -3.20301229e-01
 -6.48839929e-01 -1.74975694e-01  3.46844076e-01 -2.55944376e-01
 -3.16106311e-01 -2.18021960e-01 -3.30896093e-01 -5.44166051e-01
 -3.30337602e-01 -2.18406388e-01 -5.22859606e-01  6.88543560e-02
 -6.01991721e-01 -2.53467411e-02 -2.78827529e-01 -4.25927874e-01
  3.53911028e-02 -3.95937392e-01 -3.40366026e-01 -5.17250426e-02
  2.68838702e-04 -2.96615542e-01 -2.78348394e-02  2.76057152e-01
 -2.29022233e-01 -4.33687860e-01  1.75641243e-01 -4.37685090e-01
 -3.68047852e-01 -3.03601997e-01 -2.20895939e-01 -3.39080748e-01
 -5.12246938e-01 -3.41615198e-01  8.08434809e-02 -1.82195039e-01
 -1.21964829e-01 -1.54961199e-01 -2.90889379e-01 -2.56471554e-02]","[28.48146395 26.60437627 36.83810266 39.3750679  27.97213652 24.79496809
 32.73440715 36.97411124 34.82788262 19.21932505 28.90376399 27.02272633
 37.98839723 36.76744446 34.35116578 41.08133192 41.26796705 26.92703543
 33.17368924 24.72945443 26.58405451 31.51633483 31.72509364 30.55701693
 32.16191864 31.15057009 36.00318067 33.76046107 34.51057265 23.81564796
 31.03934139 33.06389715 21.65019959 24.36082422 27.97403531 30.00574252
 27.51000957 48.55269863 30.94164281 44.73661045 21.50016773 38.44218372
 22.94991677 29.17158121 26.37682889 31.3166414  33.25481475 25.63118478
 31.70684189 27.81615464 21.93693724 23.00820369 50.74586421 33.35099161
 26.03210027 28.84088206 24.54473941 30.69562179 33.62488759 28.03036445
 31.59275998 29.46619204 30.63557849 31.10118053 42.46922706 30.4591291
 31.46400067 42.72974794 30.01684121 28.61582421 30.37017513 26.11819195
 31.25080155 24.98057231 31.7910108  24.14291054 36.13249527 29.2706806
 18.99909865 28.57362107 36.69855082 33.08786108 21.08178705 24.84999918
 25.44335697 22.24626728 30.89915421 28.88116523 37.65287054 22.31012597
 26.360165   36.91469096 44.60271915 33.62647704 26.55350558 30.155743
 36.37887214 33.20810241 26.58997197 33.89613179 30.93943305 26.33483181
 32.67987529 23.17772158 27.028587   28.492188   31.79973769 32.57705548
 25.45282331 29.4801402  26.88142743 17.99890892 29.93245371 24.81286817
 34.43922421 39.43334627 37.53366569 32.19919701 32.38499333 30.58219705
 23.60360599 42.32124236 28.8565623  25.71763627 40.37865669 30.3686237
 28.47689675 20.93315792 33.31645294 25.05290107 27.59829422 28.23051622
 28.59007473 30.14469885 27.02731441 25.76207541 31.18784318 24.02111767
 32.05019561 42.27831179 36.78563636 33.00542393 25.43649219 45.64316074
 27.65516491 34.32392214 27.74475999 26.16671133 38.520855   30.18592322
 30.79321543 28.77406332 31.15173546 29.25454441 30.0700941  33.80065933
 30.11180501 42.68987867 30.80964927 31.25084286 32.73076314 29.12525141
 38.92347517 26.16743384 28.44182626 32.26853337 46.88992298 34.27236805
 31.33912637 26.74703211 27.57757192 39.3327389  28.47174905 40.15978399
 34.27924165 23.63359428 38.7373167  27.83987393 24.9038073  23.89496939
 29.4644469  29.31468264 38.04911825 30.44777672 33.10613704 26.98497112
 31.75641691 25.40952639 40.53477142 27.09668724 34.34717449 37.75733603
 26.09901795 29.78536845 28.86897935 33.68444093 33.37419939 31.73480148
 29.08718373 27.84131991]","[37.97528527 35.4725017  49.11747021 52.50009054 37.29618202 33.05995745
 43.6458762  49.29881499 46.43717683 25.62576674 38.53835198 36.03030177
 50.65119631 49.02325927 45.80155437 54.77510922 55.02395607 35.90271391
 44.23158565 32.97260591 35.44540601 42.02177978 42.30012485 40.74268923
 42.88255818 41.53409345 48.00424089 45.01394809 46.01409687 31.75419728
 41.38578852 44.0851962  28.86693279 32.48109897 37.29871374 40.00765669
 36.68001276 64.73693151 41.25552374 59.64881393 28.66689031 51.25624496
 30.59988903 38.89544162 35.16910519 41.75552187 44.33975301 34.17491304
 42.27578919 37.08820619 29.24924965 30.67760493 67.66115228 44.46798881
 34.70946703 38.45450941 32.72631922 40.92749573 44.83318345 37.37381927
 42.12367998 39.28825605 40.84743798 41.46824071 56.62563608 40.61217213
 41.9520009  56.97299725 40.02245495 38.15443229 40.49356684 34.82425594
 41.6677354  33.30742975 42.3880144  32.19054738 48.17666036 39.02757414
 25.33213153 38.09816143 48.9314011  44.1171481  28.10904939 33.13333224
 33.92447596 29.66168971 41.19887228 38.50822031 50.20382739 29.74683462
 35.14688667 49.21958794 59.4702922  44.83530272 35.4046741  40.20765734
 48.50516285 44.27746988 35.45329596 45.19484239 41.2525774  35.11310909
 43.57316706 30.90362878 36.038116   37.989584   42.39965026 43.43607397
 33.93709775 39.3068536  35.84190324 23.99854522 39.90993828 33.08382423
 45.91896561 52.57779503 50.04488759 42.93226268 43.17999111 40.77626273
 31.47147465 56.42832314 38.4754164  34.29018169 53.83820891 40.49149827
 37.96919567 27.91087722 44.42193726 33.4038681  36.79772562 37.6406883
 38.12009964 40.1929318  36.03641921 34.34943388 41.58379091 32.02815689
 42.73359415 56.37108239 49.04751514 44.00723191 33.91532292 60.85754765
 36.87355321 45.76522953 36.99301333 34.88894844 51.36114    40.24789762
 41.05762058 38.36541776 41.53564728 39.00605922 40.09345879 45.06754578
 40.14907334 56.91983823 41.07953237 41.66779048 43.64101752 38.83366854
 51.8979669  34.88991178 37.92243501 43.02471115 62.51989731 45.69649073
 41.78550183 35.66270947 36.77009589 52.44365186 37.96233206 53.54637865
 45.70565553 31.51145904 51.6497556  37.1198319  33.2050764  31.85995919
 39.2859292  39.08624352 50.73215766 40.59703562 44.14151605 35.9799615
 42.34188922 33.87936852 54.0463619  36.12891631 45.79623266 50.34311471
 34.7986906  39.7138246  38.49197247 44.9125879  44.49893252 42.31306864
 38.78291164 37.12175987]","[4.15348177e+00 4.70308764e+01 4.40948511e+01 1.50966507e+01
 1.66410703e+01 2.76721488e+01 3.67383840e+01 1.49602926e+00
 5.01272071e+01 1.15598828e+01 4.82360947e+01 8.76977564e+00
 3.59372642e+01 2.32668016e+01 9.49338875e-01 1.90386594e+01
 3.94780079e+01 3.45415517e+01 5.02565987e+01 4.42332835e+01
 4.94500016e+01 5.99180029e+01 3.34172617e+01 5.08830436e+01
 5.35971465e+01 1.34830311e+01 1.19162914e+00 1.90650512e+01
 4.20851749e+01 4.32649187e+01 1.88118745e+01 9.59609731e+00
 3.75541900e-01 3.29090875e+00 2.65199256e+01 3.85247550e+00
 2.01071942e+01 4.47628249e+01 1.56489815e+01 3.34111801e+01
 1.08298945e+01 1.00211697e+01 2.14018869e+01 1.21567996e+00
 1.90266326e+01 5.26065827e+01 4.39398891e+01 3.34265885e+01
 5.88881233e+01 6.40146363e+00 3.83716811e+01 5.98518080e+01
 3.08138477e+01 3.92198850e+01 3.06642294e+01 3.95309782e+01
 4.29862624e+01 1.60685725e+01 6.52932680e+00 6.17249528e+00
 3.92297965e+01 4.77436786e+01 4.30489107e+01 5.11189974e+01
 2.74046113e+01 1.18042497e+01 2.10493233e+01 2.74413850e+01
 4.47123067e+01 1.22113228e+01 4.55026397e+01 5.78252559e+00
 2.40870123e+01 4.18633717e+01 5.23217114e+01 2.89205237e+01
 4.22752221e+01 5.89812133e+00 2.70077732e+01 2.03255831e+01
 2.84607293e+01 8.05901494e+00 1.03088596e+01 5.67152955e+01
 2.10131580e-02 2.99303389e+01 3.59797162e+01 5.10765879e+01
 3.51210508e+00 1.98167627e+01 3.57467237e+01 3.73017826e+01
 2.96435881e+01 3.73231214e+01 4.39750798e+01 4.83097491e+01
 1.32891095e+01 1.69939993e+01 2.81169457e+01 4.24023954e+01
 1.03565202e+00 1.11887639e+01 4.65266613e+01 2.70978768e+00
 1.38806864e+01 1.95238512e+01 1.34280855e+00 3.05528100e+00
 2.99907410e+01 1.65375199e+01 3.28728158e+01 3.77095377e+01
 5.43246700e+01 4.65041316e+01 9.72121370e+00 5.83694229e+01
 4.91850084e+01 5.86703049e+01 3.08543212e+01 3.58146267e+01
 5.54362345e+01 2.13102277e+00 1.96860207e+01 5.02412114e+01
 3.33081379e+01 1.01283673e+01 2.63473676e+01 4.61891467e+01
 4.71444589e+01 4.96718961e+01 2.32573974e+01 5.68366482e+01
 3.05000751e+01 5.79375616e+01 4.07293425e+01 1.93134296e+01
 4.79824335e+01 1.91200022e+01 4.71707053e+01 4.53491921e+01
 1.11805005e+00 5.45423433e+01 1.38229142e+00 5.43554372e+01
 2.65938643e+01 5.78482402e+01 3.92542260e+01 5.56696194e+01
 5.38990985e+01 1.72517557e+01 2.30927179e+01 1.59450912e+01
 4.97284381e+01 2.87982910e+01 5.49627426e+01 5.25143879e+01
 2.60118937e+01 5.08456592e+01 4.92740372e+01 1.97202216e+01
 5.60745824e+01 2.85184482e+01 4.24349385e+01 1.02214771e+01
 2.53160598e+01 5.18799733e+00 2.06892027e+01 3.74914989e+01
 3.80657202e+01 1.23293610e+01 4.56903814e+00 1.48720390e+01
 5.58441652e+01 4.13921244e+01 3.93147606e+01 1.79951293e+01
 7.82641954e+00 3.87740354e+01 1.25395830e+01 3.35487667e+01
 5.11963396e+00 1.14875742e+01 9.19492005e+00 2.06852085e+01
 3.45459721e+01 4.31847924e+00 9.18770556e+00 3.61842074e+01
 3.95020405e+01 2.67998633e+01 9.70954459e+00 1.03146158e+01
 4.32861915e+01 7.07198793e+00 4.97775561e+00 4.76725716e+01
 4.79970497e+01 4.56406752e+00 2.31167276e+01 4.32577306e+01]","[1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5
 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5
 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5
 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5
 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5
 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5
 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5
 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5
 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5
 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5
 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5 1.5
 1.5 1.5]",,20.0,23.0,0.0,-45.0,20.0,-0.14016295369394913,-0.14016295369394913,0.07277267120804774,0.07277267120804774,-3330.0,3448.1222087039905,4274.463617284453,250.0,915.0,0.07200438700048292,8.242181659119042,9.033977450581366,7.551853406207563,OF2,NG,
24,118,ENTm2,-0.19213283334269618,45.74934779702305,60.99913039603073,23.023977684846447,1.5,0,False,"[-0.3709303  -0.32313136 -0.25332913 -0.25537204 -0.30456377  0.57354845
 -0.2946722  -0.30936163 -0.3163836  -0.37368076 -0.51622638 -0.50295078
 -0.18689519 -0.24138779  0.02183533 -0.27117576 -0.41818781 -0.34316758
  0.1514361  -0.21002904 -0.17261767 -0.4114353  -0.25197512 -0.17451203
 -0.48833575 -0.18711974 -0.47838747 -0.2243479  -0.10959246 -0.34183198
 -0.22835815 -0.16398342  0.21693956 -0.22193035 -0.19300532 -0.39070452
 -0.32411915 -0.11978613 -0.46193901 -0.37517406 -0.24464243 -0.12340575
 -0.07692634 -0.57818272 -0.16337838 -0.4370175  -0.43471973 -0.45643705
 -0.39791254 -0.38675127 -0.34290801 -0.03910318 -0.14449297 -0.66959574
 -0.45634314 -0.01192197 -0.33735063 -0.20773362 -0.56347921 -0.44491415
 -0.23371857 -0.37073008 -0.25606492 -0.19890816  0.3210525  -0.20964099
 -0.38857152  0.21017952 -0.47603569  0.13067445 -0.19810949 -0.28081619
 -0.06802449 -0.51730183  0.11015962 -0.00309645  0.29422931 -0.22297389
 -0.28641948 -0.19451634 -0.42092093 -0.68020352 -0.45662633 -0.18854401
 -0.72881405 -0.18517806  0.14165861 -0.39988675 -0.52926859 -0.54537415
 -0.33638318 -0.23808836 -0.61219946 -0.23205348 -0.60642231 -0.06392759
  0.44578315 -0.3216811  -0.21606058 -0.36971064 -0.33841971 -0.25294177
 -0.30056505 -0.33617187  0.45340162 -0.06976959 -0.1316048  -0.13203089
 -0.65870803 -0.29180204 -0.40101312 -0.6388261  -0.12715256 -0.39273161
 -0.34698018 -0.36803795 -0.60399335  0.04941769 -0.03686532 -0.32272803
 -0.50009545 -0.1199452   0.22735655 -0.19534446  0.02968313 -0.15716056
 -0.38441501 -0.11398971 -0.18200799  0.16030712 -0.28511314 -0.25392589
 -0.14337947  0.28388847  0.41430161 -0.3493848   0.05742283 -0.36530252
 -0.27867436 -0.21694284  0.29333684 -0.00508754 -0.51135439 -0.0193204
  0.29428635  0.47163169  0.40191064 -0.26199487 -0.1212666  -0.04456882
  0.43066856 -0.55382792  0.01316835 -0.18235372  0.06891741  0.06988526
  0.13661552 -0.40980665 -0.1269927  -0.41774859 -0.06353198  0.24073119
 -0.53549547 -0.24751788  0.69752505 -0.091808   -0.59878225 -0.0236084
  0.16253601 -0.27003322 -0.40973006 -0.46670098 -0.30401106 -0.23189288
  0.03248182 -0.35770952 -0.26371198 -0.28742915  0.13911653 -0.47037605
 -0.46060265 -0.08167357 -0.37984449 -0.33676259 -0.39972399  0.34569326
 -0.23771575 -0.23198327  0.25780084  0.35353096 -0.42890576 -0.26395378
  0.30782696  0.21059702 -0.52581198 -0.25328336 -0.30590974 -0.13925146
 -0.217703    0.09117826]","[26.53983192 32.16810008 34.40315834 31.46544063 30.32223405 29.71275161
 25.7141556  37.40813061 29.44669842 27.27774985 32.96294257 38.27202417
 26.08534088 25.57304162 20.44054681 35.10786603 29.53008554 31.27787459
 37.48812296 29.16099635 32.22102416 28.71221248 35.97941317 29.35709067
 46.28855954 33.45621849 21.56373824 28.00847416 25.77531468 40.32513805
 32.12965155 24.9666409  41.41131265 38.14052587 28.04943258 37.04715957
 41.15220357 30.68131733 38.40325151 36.27377951 43.78813749 32.571397
 21.66611437 26.98952479 38.47376444 21.31200918 32.18693104 28.74498545
 43.58523813 27.22272364 25.41243713 37.73721128 24.92152661 34.69031375
 25.02659061 26.38045926 30.83442734 27.46859368 28.57292983 34.21877707
 38.66105148 40.81791275 32.77630227 25.62902509 24.34767067 26.88206747
 29.09338946 31.43426985 29.63387267 35.66424841 33.16962485 41.05002598
 35.43436682 27.11115307 26.27332935 27.43469907 44.97462882 24.13261385
 35.80245578 30.61573488 40.89094913 21.91396141 30.11485859 31.21989632
 24.11381892 38.27994772 24.86860594 33.65665001 31.24886185 28.94899992
 27.67317203 27.76668817 31.57435094 23.92606109 30.79082329 37.50870937
 30.57112958 36.02958279 30.7715406  30.48616159 31.64004012 37.75446936
 29.10864518 33.97693204 35.11362502 37.77546106 28.07995704 40.81708634
 35.50440988 26.89042613 23.61359283 33.4296719  27.24034125 31.21177876
 22.86666269 25.11038215 29.16966457 29.17527979 30.98863468 33.17188125
 27.42549247 34.90493201 35.1140557  33.56643013 30.37130585 35.53410157
 34.84941207 38.53424232 23.94988628 28.13873791 28.31632113 36.50322985
 34.57318501 30.18207803 29.59390518 39.09515302 33.62859243 37.4566208
 40.1861155  30.40541945 29.6491515  31.17058125 28.75164212 30.60760297
 27.05456401 35.48591318 26.51109536 23.56088922 28.45621385 27.94361388
 36.3486199  33.26979509 37.59565161 25.61801881 24.92267031 31.79825053
 32.38074746 28.73529404 28.8472237  24.55153961 33.48038435 28.99563925
 37.1967302  42.19926753 40.9450505  51.79360963 31.66234287 34.2391532
 32.31814455 35.0278848  35.94822673 28.71331733 21.36159436 39.79236091
 29.20196908 31.89810454 39.49380308 30.44481396 26.16123754 35.94776312
 41.60391394 26.95501692 27.89956142 37.64729626 32.53766569 26.03755181
 25.55479651 35.14561627 38.79559204 42.890928   30.72643546 22.75356309
 28.25227588 20.43974465 39.75381336 30.12167338 45.63047434 31.12593274
 33.45978379 36.93475329]","[35.38644256 42.8908001  45.87087778 41.95392084 40.4296454  39.61700215
