mouse,day,target_cluster_id,target_cell_type,target_medlat,target_SC_x_abs,cov_region,n_ngs_cells,covariate_type,pR2_cv,same_region,brain_region
25,23,301,GC,lateral,3720.0,lateral,122.0,pos+ngs_lateral,0.0298192098204031,True,ENTm3
25,24,112,GC,medial,3000.0,,,pos,0.002373975537531,,ENTm1
25,24,112,GC,medial,3000.0,medial,34.0,pos+ngs_medial,0.1780856048203904,True,ENTm1
25,24,124,GC,medial,3000.0,,,pos,0.023303939559711,,ENTm1
25,24,124,GC,medial,3000.0,medial,34.0,pos+ngs_medial,0.204270878627507,True,ENTm1
25,24,128,GC,medial,3000.0,,,pos,-0.001301625293345,,ENTm1
25,24,128,GC,medial,3000.0,medial,34.0,pos+ngs_medial,0.291856637753533,True,ENTm1
25,24,130,GC,medial,3000.0,,,pos,0.0080132985046195,,ENTm1
25,24,130,GC,medial,3000.0,medial,34.0,pos+ngs_medial,0.1698280355717561,True,ENTm1
25,24,135,GC,medial,3000.0,,,pos,0.0007867479876581,,ENTm1
25,24,135,GC,medial,3000.0,medial,34.0,pos+ngs_medial,0.1425475546603684,True,ENTm1
25,24,144,GC,medial,3000.0,,,pos,0.0002582614512336,,ENTm1
25,24,144,GC,medial,3000.0,medial,34.0,pos+ngs_medial,0.2006625511932516,True,ENTm1
25,24,146,GC,medial,3000.0,,,pos,0.0109047300435983,,ENTm1
25,24,146,GC,medial,3000.0,medial,34.0,pos+ngs_medial,0.1565704423995742,True,ENTm1
25,24,147,GC,medial,3000.0,,,pos,-0.0376704414029725,,ENTm1
25,24,147,GC,medial,3000.0,medial,34.0,pos+ngs_medial,0.1008511188036081,True,ENTm1
25,24,149,GC,medial,3000.0,,,pos,-0.0263281107237781,,ENTm1
25,24,149,GC,medial,3000.0,medial,34.0,pos+ngs_medial,0.1391074308335391,True,ENTm1
25,24,151,GC,medial,3000.0,,,pos,0.0041455368468937,,ENTm1
25,24,151,GC,medial,3000.0,medial,34.0,pos+ngs_medial,0.0903350775867915,True,ENTm1
25,24,152,GC,medial,3000.0,,,pos,0.0491027029774453,,ENTm1
25,24,152,GC,medial,3000.0,medial,34.0,pos+ngs_medial,0.2313938753212206,True,ENTm1
25,24,153,GC,medial,3000.0,,,pos,0.1035338122397295,,ENTm1
25,24,153,GC,medial,3000.0,medial,34.0,pos+ngs_medial,0.4334030595440183,True,ENTm1
25,24,160,GC,medial,3000.0,,,pos,0.0579635509204546,,ENTm1
25,24,160,GC,medial,3000.0,medial,34.0,pos+ngs_medial,0.2663234966601944,True,ENTm1
25,24,162,GC,medial,3000.0,,,pos,-0.0127911282299588,,ENTm1
25,24,162,GC,medial,3000.0,medial,34.0,pos+ngs_medial,0.1160131689273354,True,ENTm1
25,24,167,GC,medial,3000.0,,,pos,0.0222726471250318,,ENTm1
25,24,167,GC,medial,3000.0,medial,34.0,pos+ngs_medial,0.2506373571765992,True,ENTm1
25,24,172,GC,medial,3000.0,,,pos,0.0684749591721161,,ENTm1
25,24,172,GC,medial,3000.0,medial,34.0,pos+ngs_medial,0.2573757011085954,True,ENTm1
25,24,181,GC,medial,3000.0,,,pos,0.0210799462855322,,ENTm1
25,24,181,GC,medial,3000.0,medial,34.0,pos+ngs_medial,0.2251443518849382,True,ENTm1
25,24,182,GC,medial,3000.0,,,pos,0.0393616202849041,,ENTm1
25,24,182,GC,medial,3000.0,medial,34.0,pos+ngs_medial,0.3066797816977014,True,ENTm1
25,25,69,GC,medial,3270.0,,,pos,0.0745497401121949,,ENTm2
25,25,69,GC,medial,3270.0,lateral,38.0,pos+ngs_lateral,0.0981781364980349,False,ENTm2
25,25,69,GC,medial,3270.0,medial,11.0,pos+ngs_medial,0.1843747768086306,True,ENTm2
25,25,71,GC,medial,3270.0,,,pos,0.0247610908809861,,ENTm2
25,25,71,GC,medial,3270.0,lateral,38.0,pos+ngs_lateral,0.0575097184706226,False,ENTm2
25,25,71,GC,medial,3270.0,medial,11.0,pos+ngs_medial,0.1902263213144822,True,ENTm2
25,25,76,GC,medial,3270.0,,,pos,-0.005951130139072,,ENTm2
25,25,76,GC,medial,3270.0,lateral,38.0,pos+ngs_lateral,0.0592100380806184,False,ENTm2
25,25,76,GC,medial,3270.0,medial,11.0,pos+ngs_medial,0.335227437579547,True,ENTm2
25,25,79,GC,medial,3270.0,,,pos,0.0763167173796513,,ENTm2
25,25,79,GC,medial,3270.0,lateral,38.0,pos+ngs_lateral,0.1266653389016385,False,ENTm2
25,25,79,GC,medial,3270.0,medial,11.0,pos+ngs_medial,0.2751664278951552,True,ENTm2
25,25,82,GC,medial,3270.0,,,pos,0.047657842797326,,ENTm2
25,25,82,GC,medial,3270.0,lateral,38.0,pos+ngs_lateral,0.0704069414618306,False,ENTm2
25,25,82,GC,medial,3270.0,medial,11.0,pos+ngs_medial,0.1405437032451097,True,ENTm2
25,25,83,GC,medial,3270.0,,,pos,0.0513807614062242,,ENTm2
25,25,83,GC,medial,3270.0,lateral,38.0,pos+ngs_lateral,0.0981193837056849,False,ENTm2
25,25,83,GC,medial,3270.0,medial,11.0,pos+ngs_medial,0.2185855236096107,True,ENTm2
25,25,85,GC,medial,3270.0,,,pos,0.0146969549453791,,ENTm2
25,25,85,GC,medial,3270.0,lateral,38.0,pos+ngs_lateral,0.024799321422287,False,ENTm2
25,25,85,GC,medial,3270.0,medial,11.0,pos+ngs_medial,0.0503173221557681,True,ENTm2
25,25,87,GC,medial,3270.0,,,pos,0.0824800454953925,,ENTm2
25,25,87,GC,medial,3270.0,lateral,38.0,pos+ngs_lateral,0.1219344365671216,False,ENTm2
25,25,87,GC,medial,3270.0,medial,11.0,pos+ngs_medial,0.2051049127785536,True,ENTm2
25,25,88,GC,medial,3270.0,,,pos,0.0133732668980396,,ENTm2
25,25,88,GC,medial,3270.0,lateral,38.0,pos+ngs_lateral,0.0217487418310973,False,ENTm2
25,25,88,GC,medial,3270.0,medial,11.0,pos+ngs_medial,0.0359077239102813,True,ENTm2
25,25,89,GC,medial,3270.0,,,pos,0.0418447048539405,,ENTm2
25,25,89,GC,medial,3270.0,lateral,38.0,pos+ngs_lateral,0.0963663600257256,False,ENTm2
25,25,89,GC,medial,3270.0,medial,11.0,pos+ngs_medial,0.1862593614023801,True,ENTm2
25,25,91,GC,medial,3270.0,,,pos,0.0311571092381154,,ENTm2
25,25,91,GC,medial,3270.0,lateral,38.0,pos+ngs_lateral,0.0598648396616804,False,ENTm2
25,25,91,GC,medial,3270.0,medial,11.0,pos+ngs_medial,0.1247293920604026,True,ENTm2
25,25,95,GC,medial,3270.0,,,pos,0.0220289305873412,,ENTm2
25,25,95,GC,medial,3270.0,lateral,38.0,pos+ngs_lateral,0.0318639111343208,False,ENTm2
25,25,95,GC,medial,3270.0,medial,11.0,pos+ngs_medial,0.0491223157079757,True,ENTm2
25,25,170,GC,lateral,3540.0,,,pos,0.0101468878763845,,ENTm3
25,25,170,GC,lateral,3540.0,lateral,38.0,pos+ngs_lateral,0.0359477508691239,True,ENTm3
25,25,170,GC,lateral,3540.0,medial,11.0,pos+ngs_medial,0.0192440609581676,False,ENTm3
25,25,206,GC,lateral,3540.0,,,pos,0.0105756883411338,,ENTm2
25,25,206,GC,lateral,3540.0,lateral,38.0,pos+ngs_lateral,0.0678404752921153,True,ENTm2
25,25,206,GC,lateral,3540.0,medial,11.0,pos+ngs_medial,0.0459280605064642,False,ENTm2
25,25,207,GC,lateral,3540.0,,,pos,0.0009405185384692,,ENTm2
25,25,207,GC,lateral,3540.0,lateral,38.0,pos+ngs_lateral,0.0258062035274667,True,ENTm2
25,25,207,GC,lateral,3540.0,medial,11.0,pos+ngs_medial,0.0300033659088888,False,ENTm2
25,25,209,GC,lateral,3540.0,,,pos,0.0281470549994904,,ENTm2
25,25,209,GC,lateral,3540.0,lateral,38.0,pos+ngs_lateral,0.0452224375564779,True,ENTm2
25,25,209,GC,lateral,3540.0,medial,11.0,pos+ngs_medial,0.0312243654397364,False,ENTm2
25,25,214,GC,lateral,3540.0,,,pos,0.0289252293165997,,ENTm2
25,25,214,GC,lateral,3540.0,lateral,38.0,pos+ngs_lateral,0.066989440747487,True,ENTm2
25,25,214,GC,lateral,3540.0,medial,11.0,pos+ngs_medial,0.0525551340617446,False,ENTm2
25,25,215,GC,lateral,3540.0,,,pos,0.0414159078575954,,ENTm2
25,25,215,GC,lateral,3540.0,lateral,38.0,pos+ngs_lateral,0.0692081166096437,True,ENTm2
25,25,215,GC,lateral,3540.0,medial,11.0,pos+ngs_medial,0.0730316119903922,False,ENTm2
25,25,219,GC,lateral,3540.0,,,pos,0.0222978716087711,,ENTm2
25,25,219,GC,lateral,3540.0,lateral,38.0,pos+ngs_lateral,0.0788376675510815,True,ENTm2
25,25,219,GC,lateral,3540.0,medial,11.0,pos+ngs_medial,0.05800808190434,False,ENTm2
25,25,293,GC,lateral,3720.0,,,pos,0.0026243496809542,,ENTm2
25,25,293,GC,lateral,3720.0,lateral,38.0,pos+ngs_lateral,0.014456156443982,True,ENTm2
25,25,293,GC,lateral,3720.0,medial,11.0,pos+ngs_medial,0.0359098369195553,False,ENTm2
26,11,37,GC,lateral,3510.0,,,pos,0.0534354643454814,,ENTm1
26,11,37,GC,lateral,3510.0,lateral,112.0,pos+ngs_lateral,0.1562762762126222,True,ENTm1
26,11,45,GC,lateral,3510.0,,,pos,0.0489947595315405,,ENTm1
26,11,45,GC,lateral,3510.0,lateral,112.0,pos+ngs_lateral,0.1501107076778728,True,ENTm1
26,11,61,GC,lateral,3510.0,,,pos,0.034426887723964,,ENTm2
26,11,61,GC,lateral,3510.0,lateral,112.0,pos+ngs_lateral,0.0767815177758398,True,ENTm2
26,11,109,GC,lateral,3510.0,,,pos,0.0159144440140093,,ENTm2
26,11,109,GC,lateral,3510.0,lateral,112.0,pos+ngs_lateral,0.0773977038609295,True,ENTm2
26,11,195,GC,lateral,3510.0,,,pos,0.0055124204777841,,ENTm3
26,11,195,GC,lateral,3510.0,lateral,112.0,pos+ngs_lateral,0.0246837579851609,True,ENTm3
26,12,14,GC,lateral,3690.0,,,pos,0.0081122805156558,,ENTm2
26,12,14,GC,lateral,3690.0,lateral,82.0,pos+ngs_lateral,0.0744964288923187,True,ENTm2
26,12,17,GC,lateral,3690.0,,,pos,0.021096470339622,,ENTm2
26,12,17,GC,lateral,3690.0,lateral,82.0,pos+ngs_lateral,0.0816120058481685,True,ENTm2
26,12,24,GC,lateral,3690.0,,,pos,0.0080175796500004,,ENTm3
26,12,24,GC,lateral,3690.0,lateral,82.0,pos+ngs_lateral,0.0941796887490103,True,ENTm3
26,12,42,GC,lateral,3690.0,,,pos,0.0193598898743137,,ENTm3
26,12,42,GC,lateral,3690.0,lateral,82.0,pos+ngs_lateral,0.0666524796062406,True,ENTm3
26,13,180,GC,lateral,3510.0,,,pos,0.0045730555097484,,ENTm1
26,13,180,GC,lateral,3510.0,lateral,80.0,pos+ngs_lateral,0.0703293292279775,True,ENTm1
26,13,180,GC,lateral,3510.0,medial,1.0,pos+ngs_medial,0.0076229747450983,False,ENTm1
26,13,201,GC,lateral,3510.0,,,pos,0.0055869377194652,,ENTm2
26,13,201,GC,lateral,3510.0,lateral,80.0,pos+ngs_lateral,0.0183240562737433,True,ENTm2
26,13,201,GC,lateral,3510.0,medial,1.0,pos+ngs_medial,0.0054322796008237,False,ENTm2
26,13,251,GC,lateral,3510.0,,,pos,0.009594900113746,,ENTm2
26,13,251,GC,lateral,3510.0,lateral,80.0,pos+ngs_lateral,0.0498305933205777,True,ENTm2
26,13,251,GC,lateral,3510.0,medial,1.0,pos+ngs_medial,0.0104754819958821,False,ENTm2
26,13,254,GC,lateral,3510.0,,,pos,0.0041957666755628,,ENTm2
26,13,254,GC,lateral,3510.0,lateral,80.0,pos+ngs_lateral,0.0671033542774866,True,ENTm2
26,13,254,GC,lateral,3510.0,medial,1.0,pos+ngs_medial,0.0067281775465499,False,ENTm2
26,13,270,GC,lateral,3510.0,,,pos,0.0067797870620131,,ENTm2
26,13,270,GC,lateral,3510.0,lateral,80.0,pos+ngs_lateral,0.0594622620254326,True,ENTm2
26,13,270,GC,lateral,3510.0,medial,1.0,pos+ngs_medial,0.0075127245761943,False,ENTm2
26,13,284,GC,lateral,3510.0,,,pos,-0.0046431362453281,,ENTm3
26,13,284,GC,lateral,3510.0,lateral,80.0,pos+ngs_lateral,0.0201970612932038,True,ENTm3
26,13,284,GC,lateral,3510.0,medial,1.0,pos+ngs_medial,-0.0030369871828034,False,ENTm3
26,13,285,GC,lateral,3510.0,,,pos,0.0171211981573389,,ENTm2
26,13,285,GC,lateral,3510.0,lateral,80.0,pos+ngs_lateral,0.0407483019697958,True,ENTm2
26,13,285,GC,lateral,3510.0,medial,1.0,pos+ngs_medial,0.0154212462386709,False,ENTm2
26,13,287,GC,lateral,3510.0,,,pos,0.0176363286585682,,ENTm3
26,13,287,GC,lateral,3510.0,lateral,80.0,pos+ngs_lateral,0.0611041407320097,True,ENTm3
26,13,287,GC,lateral,3510.0,medial,1.0,pos+ngs_medial,0.0183918881664144,False,ENTm3
26,15,66,GC,lateral,3510.0,,,pos,0.0036661247550255,,ENTm3
26,15,66,GC,lateral,3510.0,lateral,13.0,pos+ngs_lateral,0.0871536790382686,True,ENTm3
26,15,66,GC,lateral,3510.0,medial,69.0,pos+ngs_medial,0.0130148061743882,False,ENTm3
26,15,75,GC,lateral,3510.0,,,pos,0.0254678907572176,,ENTm3
26,15,75,GC,lateral,3510.0,lateral,13.0,pos+ngs_lateral,0.1578580769823493,True,ENTm3
26,15,75,GC,lateral,3510.0,medial,69.0,pos+ngs_medial,0.0557675312451957,False,ENTm3
26,15,85,GC,lateral,3510.0,,,pos,-0.0155966230101111,,ENTm3
26,15,85,GC,lateral,3510.0,lateral,13.0,pos+ngs_lateral,0.1560634052475593,True,ENTm3
26,15,85,GC,lateral,3510.0,medial,69.0,pos+ngs_medial,0.0058959574342316,False,ENTm3
26,15,233,GC,medial,3180.0,,,pos,0.0136345945660698,,ENTm1
26,15,233,GC,medial,3180.0,lateral,13.0,pos+ngs_lateral,0.0204360640475418,False,ENTm1
26,15,233,GC,medial,3180.0,medial,69.0,pos+ngs_medial,0.0219098304697472,True,ENTm1
26,18,62,GC,medial,3180.0,,,pos,0.0416063291108663,,ENTm1
26,18,62,GC,medial,3180.0,medial,33.0,pos+ngs_medial,0.1632352726739922,True,ENTm1
26,18,75,GC,medial,3180.0,,,pos,0.0831170636692433,,ENTm2
26,18,75,GC,medial,3180.0,medial,33.0,pos+ngs_medial,0.1921860953053253,True,ENTm2
26,18,90,GC,medial,3180.0,,,pos,0.0307880697084477,,ENTm2
26,18,90,GC,medial,3180.0,medial,33.0,pos+ngs_medial,0.1590805512817056,True,ENTm2
26,18,92,GC,medial,3180.0,,,pos,0.0160271507104587,,ENTm2
26,18,92,GC,medial,3180.0,medial,33.0,pos+ngs_medial,0.1338802116920893,True,ENTm2
26,18,94,GC,medial,3180.0,,,pos,-0.0015202605841431,,ENTm2
26,18,94,GC,medial,3180.0,medial,33.0,pos+ngs_medial,0.1778611079514755,True,ENTm2
26,18,97,GC,medial,3180.0,,,pos,0.0270348432512343,,ENTm2
26,18,97,GC,medial,3180.0,medial,33.0,pos+ngs_medial,0.2277434403082844,True,ENTm2
26,18,109,GC,medial,3180.0,,,pos,0.1049528616552691,,ENTm2
26,18,109,GC,medial,3180.0,medial,33.0,pos+ngs_medial,0.3383919876747591,True,ENTm2
26,18,116,GC,medial,3180.0,,,pos,0.03554780473699,,ENTm2
26,18,116,GC,medial,3180.0,medial,33.0,pos+ngs_medial,0.2173980795499947,True,ENTm2
26,18,131,GC,medial,3180.0,,,pos,-0.0416346868510857,,ENTm2
26,18,131,GC,medial,3180.0,medial,33.0,pos+ngs_medial,0.1304488340219731,True,ENTm2
26,18,137,GC,medial,3180.0,,,pos,0.0072293958284267,,ENTm2
26,18,137,GC,medial,3180.0,medial,33.0,pos+ngs_medial,0.1112100313374791,True,ENTm2
26,18,145,GC,medial,3180.0,,,pos,0.0602406087262133,,ENTm2
26,18,145,GC,medial,3180.0,medial,33.0,pos+ngs_medial,0.2007318265299196,True,ENTm2
26,18,147,GC,medial,3180.0,,,pos,0.0035580391269999,,ENTm2
26,18,147,GC,medial,3180.0,medial,33.0,pos+ngs_medial,0.0256765512480378,True,ENTm2
26,18,148,GC,medial,3180.0,,,pos,0.0405491810804653,,ENTm2
26,18,148,GC,medial,3180.0,medial,33.0,pos+ngs_medial,0.0962638294655473,True,ENTm2
26,18,158,GC,medial,3180.0,,,pos,0.0324615977090544,,ENTm3
26,18,158,GC,medial,3180.0,medial,33.0,pos+ngs_medial,0.0744696881914707,True,ENTm3
26,18,161,GC,medial,3180.0,,,pos,0.0144212750812737,,ENTm3
26,18,161,GC,medial,3180.0,medial,33.0,pos+ngs_medial,0.0424440296657436,True,ENTm3
26,18,170,GC,medial,3180.0,,,pos,0.0143156527427691,,ENTm3
26,18,170,GC,medial,3180.0,medial,33.0,pos+ngs_medial,0.0437566266620929,True,ENTm3
26,19,113,GC,medial,3180.0,,,pos,0.0399643193422316,,ENTm2
26,19,113,GC,medial,3180.0,lateral,149.0,pos+ngs_lateral,0.083853522711016,False,ENTm2
26,19,113,GC,medial,3180.0,medial,64.0,pos+ngs_medial,0.2639797338672965,True,ENTm2
26,19,114,GC,medial,3180.0,,,pos,0.1172111665330685,,ENTm2
26,19,114,GC,medial,3180.0,lateral,149.0,pos+ngs_lateral,0.1369953044161765,False,ENTm2
26,19,114,GC,medial,3180.0,medial,64.0,pos+ngs_medial,0.2867542874198535,True,ENTm2
26,19,115,GC,medial,3180.0,,,pos,0.0001674454782552,,ENTm2
26,19,115,GC,medial,3180.0,lateral,149.0,pos+ngs_lateral,0.1038899569328781,False,ENTm2
26,19,115,GC,medial,3180.0,medial,64.0,pos+ngs_medial,0.2791063683212313,True,ENTm2
26,19,123,GC,medial,3180.0,,,pos,-0.0213688473983149,,ENTm2
26,19,123,GC,medial,3180.0,lateral,149.0,pos+ngs_lateral,0.0159638066208579,False,ENTm2
26,19,123,GC,medial,3180.0,medial,64.0,pos+ngs_medial,0.1903961750380882,True,ENTm2
26,19,124,GC,medial,3180.0,,,pos,0.0084440465194469,,ENTm2
26,19,124,GC,medial,3180.0,lateral,149.0,pos+ngs_lateral,0.037441940549541,False,ENTm2
26,19,124,GC,medial,3180.0,medial,64.0,pos+ngs_medial,0.0903006481239188,True,ENTm2
26,19,126,GC,medial,3180.0,,,pos,0.0130297000199799,,ENTm2
26,19,126,GC,medial,3180.0,lateral,149.0,pos+ngs_lateral,0.0313629890560107,False,ENTm2
26,19,126,GC,medial,3180.0,medial,64.0,pos+ngs_medial,0.0711874624559381,True,ENTm2
26,19,129,GC,medial,3180.0,,,pos,0.0549428685188918,,ENTm2
26,19,129,GC,medial,3180.0,lateral,149.0,pos+ngs_lateral,0.0979822369823716,False,ENTm2
26,19,129,GC,medial,3180.0,medial,64.0,pos+ngs_medial,0.2101050116600649,True,ENTm2
26,19,132,GC,medial,3180.0,,,pos,0.0041668745921998,,ENTm2
26,19,132,GC,medial,3180.0,lateral,149.0,pos+ngs_lateral,0.0147275908700978,False,ENTm2
26,19,132,GC,medial,3180.0,medial,64.0,pos+ngs_medial,0.1194903780623863,True,ENTm2
26,19,133,GC,medial,3180.0,,,pos,0.012258596651999,,ENTm2
26,19,133,GC,medial,3180.0,lateral,149.0,pos+ngs_lateral,0.0239609588738217,False,ENTm2
26,19,133,GC,medial,3180.0,medial,64.0,pos+ngs_medial,0.2369811692365755,True,ENTm2
26,19,134,GC,medial,3180.0,,,pos,0.0565092390374652,,ENTm2
26,19,134,GC,medial,3180.0,lateral,149.0,pos+ngs_lateral,0.1374372413916612,False,ENTm2
26,19,134,GC,medial,3180.0,medial,64.0,pos+ngs_medial,0.2355140655543296,True,ENTm2
26,19,145,GC,medial,3180.0,,,pos,0.0187803089153245,,ENTm2
26,19,145,GC,medial,3180.0,lateral,149.0,pos+ngs_lateral,0.0341261464167034,False,ENTm2
26,19,145,GC,medial,3180.0,medial,64.0,pos+ngs_medial,0.0573462545877727,True,ENTm2
26,19,148,GC,medial,3180.0,,,pos,-0.0068209301764144,,ENTm2
26,19,148,GC,medial,3180.0,lateral,149.0,pos+ngs_lateral,0.0193809355722907,False,ENTm2
26,19,148,GC,medial,3180.0,medial,64.0,pos+ngs_medial,0.2289331666270704,True,ENTm2
26,19,149,GC,medial,3180.0,,,pos,0.0336466984933549,,ENTm2
26,19,149,GC,medial,3180.0,lateral,149.0,pos+ngs_lateral,0.0730426780772151,False,ENTm2
26,19,149,GC,medial,3180.0,medial,64.0,pos+ngs_medial,0.1736176454702968,True,ENTm2
26,19,155,GC,medial,3180.0,,,pos,0.0271638713954042,,ENTm2
26,19,155,GC,medial,3180.0,lateral,149.0,pos+ngs_lateral,0.1032917315971731,False,ENTm2
26,19,155,GC,medial,3180.0,medial,64.0,pos+ngs_medial,0.4025193956934588,True,ENTm2
26,19,156,GC,medial,3180.0,,,pos,0.000633127700887,,ENTm2
26,19,156,GC,medial,3180.0,lateral,149.0,pos+ngs_lateral,0.0240178286133743,False,ENTm2
26,19,156,GC,medial,3180.0,medial,64.0,pos+ngs_medial,0.2322282089996966,True,ENTm2
26,19,157,GC,medial,3180.0,,,pos,-0.0442781860403127,,ENTm2
26,19,157,GC,medial,3180.0,lateral,149.0,pos+ngs_lateral,0.0509983087980436,False,ENTm2
26,19,157,GC,medial,3180.0,medial,64.0,pos+ngs_medial,0.2222285514894515,True,ENTm2
26,19,163,GC,medial,3180.0,,,pos,-0.0041437902467272,,ENTm2
26,19,163,GC,medial,3180.0,lateral,149.0,pos+ngs_lateral,0.0064169117280653,False,ENTm2
26,19,163,GC,medial,3180.0,medial,64.0,pos+ngs_medial,0.0175699488563244,True,ENTm2
26,19,166,GC,medial,3180.0,,,pos,0.0174820108616948,,ENTm2
26,19,166,GC,medial,3180.0,lateral,149.0,pos+ngs_lateral,0.051019567292385,False,ENTm2
26,19,166,GC,medial,3180.0,medial,64.0,pos+ngs_medial,0.2170002306545696,True,ENTm2
26,19,179,GC,medial,3180.0,,,pos,0.0145307813567939,,ENTm2
26,19,179,GC,medial,3180.0,lateral,149.0,pos+ngs_lateral,0.024524862996563,False,ENTm2
26,19,179,GC,medial,3180.0,medial,64.0,pos+ngs_medial,0.0629888451306147,True,ENTm2
26,19,183,GC,medial,3180.0,,,pos,-0.0242308675073298,,ENTm2
26,19,183,GC,medial,3180.0,lateral,149.0,pos+ngs_lateral,0.0116108046286806,False,ENTm2
26,19,183,GC,medial,3180.0,medial,64.0,pos+ngs_medial,0.2725046292005159,True,ENTm2
26,19,185,GC,medial,3180.0,,,pos,0.0156180156920666,,ENTm2
26,19,185,GC,medial,3180.0,lateral,149.0,pos+ngs_lateral,0.0401160006599916,False,ENTm2
26,19,185,GC,medial,3180.0,medial,64.0,pos+ngs_medial,0.0973245779347421,True,ENTm2
26,19,192,GC,medial,3180.0,,,pos,0.0331810175419573,,ENTm2
26,19,192,GC,medial,3180.0,lateral,149.0,pos+ngs_lateral,0.047644088270003,False,ENTm2
26,19,192,GC,medial,3180.0,medial,64.0,pos+ngs_medial,0.0780139701964406,True,ENTm2
26,19,195,GC,medial,3180.0,,,pos,-0.0097177803874612,,ENTm2
26,19,195,GC,medial,3180.0,lateral,149.0,pos+ngs_lateral,0.0157428335476528,False,ENTm2
26,19,195,GC,medial,3180.0,medial,64.0,pos+ngs_medial,0.2045727334115659,True,ENTm2
26,19,198,GC,medial,3180.0,,,pos,0.0101267009591229,,ENTm3
26,19,198,GC,medial,3180.0,lateral,149.0,pos+ngs_lateral,0.018003798969314,False,ENTm3
26,19,198,GC,medial,3180.0,medial,64.0,pos+ngs_medial,0.0599638075692153,True,ENTm3
26,19,201,GC,medial,3180.0,,,pos,0.0267378244270389,,ENTm3
26,19,201,GC,medial,3180.0,lateral,149.0,pos+ngs_lateral,0.0462392231871003,False,ENTm3
26,19,201,GC,medial,3180.0,medial,64.0,pos+ngs_medial,0.1011034899254414,True,ENTm3
26,19,203,GC,medial,3180.0,,,pos,0.0164864820627111,,ENTm3
26,19,203,GC,medial,3180.0,lateral,149.0,pos+ngs_lateral,0.0289429961620737,False,ENTm3
26,19,203,GC,medial,3180.0,medial,64.0,pos+ngs_medial,0.0579237300534796,True,ENTm3
26,19,215,GC,medial,3180.0,,,pos,-0.0099855619645603,,ENTm3
26,19,215,GC,medial,3180.0,lateral,149.0,pos+ngs_lateral,0.0618903428251194,False,ENTm3
26,19,215,GC,medial,3180.0,medial,64.0,pos+ngs_medial,0.2530784014773387,True,ENTm3
26,19,217,GC,medial,3180.0,,,pos,0.0521015790330808,,ENTm3
26,19,217,GC,medial,3180.0,lateral,149.0,pos+ngs_lateral,0.0908831926910169,False,ENTm3
26,19,217,GC,medial,3180.0,medial,64.0,pos+ngs_medial,0.375570104765219,True,ENTm3
26,19,221,GC,medial,3180.0,,,pos,-0.000402469806672,,ENTm3
26,19,221,GC,medial,3180.0,lateral,149.0,pos+ngs_lateral,0.0339436550916755,False,ENTm3
26,19,221,GC,medial,3180.0,medial,64.0,pos+ngs_medial,0.0586192266169686,True,ENTm3
26,19,224,GC,medial,3180.0,,,pos,0.0039362857992431,,ENTm3
26,19,224,GC,medial,3180.0,lateral,149.0,pos+ngs_lateral,0.0154120659143148,False,ENTm3
26,19,224,GC,medial,3180.0,medial,64.0,pos+ngs_medial,0.0285656979150957,True,ENTm3
26,19,227,GC,medial,3180.0,,,pos,0.0168482309272116,,ENTm3
26,19,227,GC,medial,3180.0,lateral,149.0,pos+ngs_lateral,0.0246237417716383,False,ENTm3
26,19,227,GC,medial,3180.0,medial,64.0,pos+ngs_medial,0.0421617704946382,True,ENTm3
26,19,250,GC,lateral,3510.0,,,pos,0.0125352287611687,,ENTm3
26,19,250,GC,lateral,3510.0,lateral,149.0,pos+ngs_lateral,0.1093189713741164,True,ENTm3
26,19,250,GC,lateral,3510.0,medial,64.0,pos+ngs_medial,0.048476132723427,False,ENTm3
26,19,255,GC,lateral,3510.0,,,pos,0.0348916879096477,,ENTm3
26,19,255,GC,lateral,3510.0,lateral,149.0,pos+ngs_lateral,0.066867434794721,True,ENTm3
26,19,255,GC,lateral,3510.0,medial,64.0,pos+ngs_medial,0.0787704173725122,False,ENTm3
26,19,269,GC,lateral,3510.0,,,pos,0.0109291580347326,,ENTm3
26,19,269,GC,lateral,3510.0,lateral,149.0,pos+ngs_lateral,0.0314786447994698,True,ENTm3
26,19,269,GC,lateral,3510.0,medial,64.0,pos+ngs_medial,0.032178340621147,False,ENTm3
26,19,282,GC,lateral,3510.0,,,pos,0.0853178423860091,,ENTm3
26,19,282,GC,lateral,3510.0,lateral,149.0,pos+ngs_lateral,0.1147564443510489,True,ENTm3
26,19,282,GC,lateral,3510.0,medial,64.0,pos+ngs_medial,0.0989000004639253,False,ENTm3
26,19,291,GC,lateral,3510.0,,,pos,-0.0003978091305366,,ENTm3
26,19,291,GC,lateral,3510.0,lateral,149.0,pos+ngs_lateral,0.0120239941467774,True,ENTm3
26,19,291,GC,lateral,3510.0,medial,64.0,pos+ngs_medial,0.0111244045312739,False,ENTm3
26,19,293,GC,lateral,3510.0,,,pos,0.0055493328171112,,ENTm3
26,19,293,GC,lateral,3510.0,lateral,149.0,pos+ngs_lateral,0.1074434793368774,True,ENTm3
26,19,293,GC,lateral,3510.0,medial,64.0,pos+ngs_medial,0.2013318723287787,False,ENTm3
26,19,298,GC,lateral,3510.0,,,pos,0.00650143417,,ENTm3
26,19,298,GC,lateral,3510.0,lateral,149.0,pos+ngs_lateral,0.0267716237712172,True,ENTm3
26,19,298,GC,lateral,3510.0,medial,64.0,pos+ngs_medial,0.0237380414608149,False,ENTm3
