mouse,day,gc_cluster_id,gc_shank,sc_x,sc_x_bin,cov_shank,shank_dist,pR2,accuracy,precision,recall,n_trials,n_ngs_cells,pR2_ta,pR2_nta,accuracy_ta,precision_ta,recall_ta,accuracy_nta,precision_nta,recall_nta,pR2_pos,pR2_pos_ta,pR2_pos_nta,f1
28,25,155,1,3120.0,3000–3200,1,0,0.03209448354260116,0.5934579439252337,0.6117021276595744,0.8914728682170543,214,8,0.032666942017109624,0.0284104227893599,0.8914728682170543,1.0,0.8914728682170543,0.1411764705882353,0.0,0.0,0.030887213458921137,0.03418569834307583,0.02387052737005635,0.725552050473186
28,25,155,1,3120.0,3000–3200,2,1,0.013380039027901403,0.5841121495327103,0.636986301369863,0.7209302325581395,214,16,0.014190681553984619,0.010984328133320509,0.7209302325581395,1.0,0.7209302325581395,0.3764705882352941,0.0,0.0,0.030887213458921137,0.03418569834307583,0.02387052737005635,0.6763636363636363
28,25,155,1,3120.0,3000–3200,3,2,0.03765792916539734,0.602803738317757,0.6047619047619047,0.9844961240310077,214,32,0.04058551382986242,0.03141651864680961,0.9844961240310077,1.0,0.9844961240310077,0.023529411764705882,0.0,0.0,0.030887213458921137,0.03418569834307583,0.02387052737005635,0.7492625368731562
28,25,156,1,3120.0,3000–3200,0,1,0.01220434420024361,0.5514018691588785,0.5514018691588785,1.0,214,25,0.011789184811425102,-0.010244068451130017,1.0,1.0,1.0,0.0,0.0,0.0,0.0033891040473533972,0.0040987384796447035,-0.02145848363495939,0.7108433734939759
28,25,156,1,3120.0,3000–3200,1,0,0.015194204411738044,0.43457943925233644,0.4827586206896552,0.3559322033898305,214,8,0.012474765966760115,-0.00494419710614058,0.3559322033898305,1.0,0.3559322033898305,0.53125,0.0,0.0,0.0033891040473533972,0.0040987384796447035,-0.02145848363495939,0.40975609756097564
28,25,156,1,3120.0,3000–3200,2,1,0.006168041715751982,0.6074766355140186,0.673469387755102,0.559322033898305,214,16,0.0041532285379265454,-0.01592068506680855,0.559322033898305,1.0,0.559322033898305,0.6666666666666666,0.0,0.0,0.0033891040473533972,0.0040987384796447035,-0.02145848363495939,0.611111111111111
28,25,156,1,3120.0,3000–3200,3,2,0.009441418887120624,0.5700934579439252,0.5619047619047619,1.0,214,32,0.007756369916077865,-0.01352632512856533,1.0,1.0,1.0,0.041666666666666664,0.0,0.0,0.0033891040473533972,0.0040987384796447035,-0.02145848363495939,0.7195121951219512
28,25,158,1,3120.0,3000–3200,0,1,0.09460819492009213,0.5420560747663551,0.5420560747663551,1.0,214,25,0.055822712077031156,0.016200855826806193,1.0,1.0,1.0,0.0,0.0,0.0,0.00703550609440774,-0.017997026126544968,-0.10867089560517473,0.703030303030303
28,25,158,1,3120.0,3000–3200,1,0,0.19410793206623422,0.5420560747663551,0.5918367346938775,0.5,214,8,0.10331450989913216,0.13094157868467204,0.5,1.0,0.5,0.5918367346938775,0.0,0.0,0.00703550609440774,-0.017997026126544968,-0.10867089560517473,0.5420560747663551
28,25,158,1,3120.0,3000–3200,2,1,0.046455167271784295,0.677570093457944,0.7238095238095238,0.6551724137931034,214,16,-0.013204312156253062,-0.019872567161028698,0.6551724137931034,1.0,0.6551724137931034,0.7040816326530612,0.0,0.0,0.00703550609440774,-0.017997026126544968,-0.10867089560517473,0.6877828054298643
28,25,158,1,3120.0,3000–3200,3,2,0.07667395333683422,0.5420560747663551,0.5428571428571428,0.9827586206896551,214,32,0.022345650248202897,0.0020314303915843768,0.9827586206896551,1.0,0.9827586206896551,0.02040816326530612,0.0,0.0,0.00703550609440774,-0.017997026126544968,-0.10867089560517473,0.6993865030674845
28,25,160,1,3120.0,3000–3200,0,1,0.010242494424500415,0.4205607476635514,0.38308457711442784,1.0,214,25,0.012025657403439194,0.006696193980754717,1.0,1.0,1.0,0.0948905109489051,0.0,0.0,0.005935562969263874,0.016201384013687536,0.0007397436846229288,0.5539568345323741
28,25,160,1,3120.0,3000–3200,1,0,0.010664409172158707,0.5654205607476636,0.4298245614035088,0.6363636363636364,214,8,0.0059518919661661895,0.007518919965519455,0.6363636363636364,1.0,0.6363636363636364,0.5255474452554745,0.0,0.0,0.005935562969263874,0.016201384013687536,0.0007397436846229288,0.5130890052356021
28,25,160,1,3120.0,3000–3200,2,1,0.001168160071673141,0.5887850467289719,0.43209876543209874,0.45454545454545453,214,16,-0.00205601402593647,-0.0022105784563999364,0.45454545454545453,1.0,0.45454545454545453,0.6642335766423357,0.0,0.0,0.005935562969263874,0.016201384013687536,0.0007397436846229288,0.44303797468354433
28,25,160,1,3120.0,3000–3200,3,2,0.015498220768934912,0.35046728971962615,0.35377358490566035,0.974025974025974,214,32,0.01640530327354206,0.012184804017760564,0.974025974025974,1.0,0.974025974025974,0.0,0.0,0.0,0.005935562969263874,0.016201384013687536,0.0007397436846229288,0.5190311418685121
28,25,162,1,3120.0,3000–3200,0,1,0.12618839443855442,0.3878504672897196,0.3282051282051282,1.0,214,25,0.10577799043238012,0.09487897850663118,1.0,1.0,1.0,0.12666666666666668,0.0,0.0,0.0360069420940765,0.0220563069507953,-8.936007887716535e-05,0.4942084942084942
28,25,162,1,3120.0,3000–3200,1,0,0.18132915091983412,0.5186915887850467,0.3673469387755102,0.84375,214,8,0.14542859801720798,0.13630729747572534,0.84375,1.0,0.84375,0.38,0.0,0.0,0.0360069420940765,0.0220563069507953,-8.936007887716535e-05,0.5118483412322276
28,25,162,1,3120.0,3000–3200,2,1,0.047007333440663344,0.6261682242990654,0.35714285714285715,0.3125,214,16,-0.001197181520380619,0.01846940680974718,0.3125,1.0,0.3125,0.76,0.0,0.0,0.0360069420940765,0.0220563069507953,-8.936007887716535e-05,0.3333333333333333
28,25,162,1,3120.0,3000–3200,3,2,0.10468951223743392,0.3177570093457944,0.3047619047619048,1.0,214,32,0.06477757175362164,0.07203117602644193,1.0,1.0,1.0,0.02666666666666667,0.0,0.0,0.0360069420940765,0.0220563069507953,-8.936007887716535e-05,0.4671532846715329
28,25,170,1,3120.0,3000–3200,0,1,0.01731095314575647,0.7757009345794392,0.7757009345794392,1.0,214,25,0.017866935125094185,0.011500429940598966,1.0,1.0,1.0,0.0,0.0,0.0,0.006998603428416949,0.009173766707554654,-0.0041919033084896196,0.8736842105263157
28,25,170,1,3120.0,3000–3200,1,0,0.018415760151575443,0.7850467289719626,0.8125,0.9397590361445783,214,8,0.018490870609159327,0.013779075821077735,0.9397590361445783,1.0,0.9397590361445783,0.25,0.0,0.0,0.006998603428416949,0.009173766707554654,-0.0041919033084896196,0.8715083798882681
28,25,170,1,3120.0,3000–3200,2,1,0.0038476607784000195,0.5,0.8241758241758241,0.45180722891566266,214,16,0.003460356888503213,0.001548489084343796,0.45180722891566266,1.0,0.45180722891566266,0.6666666666666666,0.0,0.0,0.006998603428416949,0.009173766707554654,-0.0041919033084896196,0.5836575875486382
28,25,170,1,3120.0,3000–3200,3,2,0.014015318020701906,0.794392523364486,0.7904761904761904,1.0,214,32,0.014762661991620574,0.007478782174515475,1.0,1.0,1.0,0.08333333333333333,0.0,0.0,0.006998603428416949,0.009173766707554654,-0.0041919033084896196,0.8829787234042553
28,25,174,1,3120.0,3000–3200,0,1,0.02466364581987074,0.6682242990654206,0.6682242990654206,1.0,214,25,0.027548941558247275,0.016024385766714166,1.0,1.0,1.0,0.0,0.0,0.0,0.01238545456679332,0.01850743627194873,-0.00328981301742326,0.8011204481792717
28,25,174,1,3120.0,3000–3200,1,0,0.016789324879566813,0.46261682242990654,0.6206896551724138,0.5034965034965035,214,8,0.01673149286630715,0.013988699959668116,0.5034965034965035,1.0,0.5034965034965035,0.38028169014084506,0.0,0.0,0.01238545456679332,0.01850743627194873,-0.00328981301742326,0.555984555984556
28,25,174,1,3120.0,3000–3200,2,1,0.007805411982087651,0.4158878504672897,0.6216216216216216,0.32167832167832167,214,16,0.008281135946656137,0.003817539597933073,0.32167832167832167,1.0,0.32167832167832167,0.6056338028169014,0.0,0.0,0.01238545456679332,0.01850743627194873,-0.00328981301742326,0.42396313364055294
28,25,174,1,3120.0,3000–3200,3,2,0.023776654040185908,0.6682242990654206,0.6682242990654206,1.0,214,32,0.027597155758094183,0.013273565028887657,1.0,1.0,1.0,0.0,0.0,0.0,0.01238545456679332,0.01850743627194873,-0.00328981301742326,0.8011204481792717
28,25,177,1,3120.0,3000–3200,0,1,0.01108283167471814,0.3644859813084112,0.3644859813084112,1.0,214,25,0.006960688943384419,0.01197771290375238,1.0,1.0,1.0,0.0,0.0,0.0,0.007060500061924224,0.005839930217390377,0.006476729997776487,0.5342465753424658
28,25,177,1,3120.0,3000–3200,1,0,0.007822497740228529,0.6355140186915887,0.5,0.7948717948717948,214,8,0.00540721528257615,0.007265418716675742,0.7948717948717948,1.0,0.7948717948717948,0.5441176470588235,0.0,0.0,0.007060500061924224,0.005839930217390377,0.006476729997776487,0.6138613861386139
28,25,177,1,3120.0,3000–3200,2,1,0.006333352750675381,0.6214953271028038,0.4892086330935252,0.8717948717948718,214,16,0.0045204433791457,0.005695793371727653,0.8717948717948718,1.0,0.8717948717948718,0.47794117647058826,0.0,0.0,0.007060500061924224,0.005839930217390377,0.006476729997776487,0.6267281105990783
28,25,177,1,3120.0,3000–3200,3,2,0.019187743807397538,0.3644859813084112,0.3644859813084112,1.0,214,32,0.01714183895235888,0.01928015189025778,1.0,1.0,1.0,0.0,0.0,0.0,0.007060500061924224,0.005839930217390377,0.006476729997776487,0.5342465753424658
