mouse,day,target_cluster_id,target_shank_id,target_cell_type,cov_shank_id,n_ngs_cells,covariate_type,anchor_mode,prop_anchor_mode,pR2_cond,pR2_pos_cond,delta_pR2
20,16,320,2,NG,0,28,pos+ngs_shank,anchored,0.10880600065176446,0.016342998146290033,0.0037168592155795155,0.012626138930710518
20,16,320,2,NG,0,28,pos+ngs_shank,non_anchored,0.8911939993482355,0.01337203516518315,-0.0030126688100728938,0.016384703975256043
20,16,320,2,NG,1,36,pos+ngs_shank,anchored,0.10880600065176446,0.019690046540956296,0.0037168592155795155,0.01597318732537678
20,16,320,2,NG,1,36,pos+ngs_shank,non_anchored,0.8911939993482355,0.010012650714845361,-0.0030126688100728938,0.013025319524918255
20,16,320,2,NG,2,45,pos+ngs_shank,anchored,0.10880600065176446,0.016524701440573164,0.0037168592155795155,0.012807842224993649
20,16,320,2,NG,2,45,pos+ngs_shank,non_anchored,0.8911939993482355,0.013441013883662922,-0.0030126688100728938,0.016453682693735816
20,16,320,2,NG,3,55,pos+ngs_shank,anchored,0.10880600065176446,0.017838091328940986,0.0037168592155795155,0.01412123211336147
20,16,320,2,NG,3,55,pos+ngs_shank,non_anchored,0.8911939993482355,0.013118608056471248,-0.0030126688100728938,0.016131276866544142
