mouse,day,target_cluster_id,target_shank_id,target_cell_type,cov_shank_id,n_ngs_cells,covariate_type,anchor_mode,prop_anchor_mode,pR2_cond,pR2_pos_cond,delta_pR2
20,16,213,1,NG,0,28,pos+ngs_shank,anchored,0.4302971051715852,0.0437199158261741,0.0116404171796677,0.0320794986465063
20,16,213,1,NG,0,28,pos+ngs_shank,non_anchored,0.5697028948284147,0.0447232634868424,0.0103752591144289,0.0343480043724134
20,16,213,1,NG,1,35,pos+ngs_shank,anchored,0.4302971051715852,0.0423826645624351,0.0116404171796677,0.0307422473827673
20,16,213,1,NG,1,35,pos+ngs_shank,non_anchored,0.5697028948284147,0.0430806188086183,0.0103752591144289,0.0327053596941894
20,16,213,1,NG,2,46,pos+ngs_shank,anchored,0.4302971051715852,0.0374121424562038,0.0116404171796677,0.025771725276536
20,16,213,1,NG,2,46,pos+ngs_shank,non_anchored,0.5697028948284147,0.038600139519892,0.0103752591144289,0.0282248804054631
20,16,213,1,NG,3,55,pos+ngs_shank,anchored,0.4302971051715852,0.0246206802857744,0.0116404171796677,0.0129802631061066
20,16,213,1,NG,3,55,pos+ngs_shank,non_anchored,0.5697028948284147,0.0245674332009671,0.0103752591144289,0.0141921740865381
20,16,213,1,NG,0,28,pos+ngs_shank,anchored,0.4302971051715852,0.0437199158261741,0.0116404171796677,0.0320794986465063
20,16,213,1,NG,0,28,pos+ngs_shank,non_anchored,0.5697028948284147,0.0447232634868424,0.0103752591144289,0.0343480043724134
20,16,213,1,NG,1,35,pos+ngs_shank,anchored,0.4302971051715852,0.0423826645624351,0.0116404171796677,0.0307422473827673
20,16,213,1,NG,1,35,pos+ngs_shank,non_anchored,0.5697028948284147,0.0430806188086183,0.0103752591144289,0.0327053596941894
20,16,213,1,NG,2,46,pos+ngs_shank,anchored,0.4302971051715852,0.0374121424562038,0.0116404171796677,0.025771725276536
20,16,213,1,NG,2,46,pos+ngs_shank,non_anchored,0.5697028948284147,0.038600139519892,0.0103752591144289,0.0282248804054631
20,16,213,1,NG,3,55,pos+ngs_shank,anchored,0.4302971051715852,0.0246206802857744,0.0116404171796677,0.0129802631061066
20,16,213,1,NG,3,55,pos+ngs_shank,non_anchored,0.5697028948284147,0.0245674332009671,0.0103752591144289,0.0141921740865381
20,26,213,3,NG,3,105,pos+ngs_shank,anchored,0.0060160722148833,0.01223037694984,-0.0130083463511851,0.0252387233010252
20,26,213,3,NG,3,105,pos+ngs_shank,non_anchored,0.9939839277851168,0.0048900723102074,-0.0001120466984885,0.0050021190086959
20,16,213,1,NG,0,28,pos+ngs_shank,anchored,0.4302971051715852,0.0437199158261741,0.0116404171796677,0.0320794986465063
20,16,213,1,NG,0,28,pos+ngs_shank,non_anchored,0.5697028948284147,0.0447232634868424,0.0103752591144289,0.0343480043724134
20,16,213,1,NG,1,35,pos+ngs_shank,anchored,0.4302971051715852,0.0423826645624351,0.0116404171796677,0.0307422473827673
20,16,213,1,NG,1,35,pos+ngs_shank,non_anchored,0.5697028948284147,0.0430806188086183,0.0103752591144289,0.0327053596941894
20,16,213,1,NG,2,46,pos+ngs_shank,anchored,0.4302971051715852,0.0374121424562038,0.0116404171796677,0.025771725276536
20,16,213,1,NG,2,46,pos+ngs_shank,non_anchored,0.5697028948284147,0.038600139519892,0.0103752591144289,0.0282248804054631
20,16,213,1,NG,3,55,pos+ngs_shank,anchored,0.4302971051715852,0.0246206802857744,0.0116404171796677,0.0129802631061066
20,16,213,1,NG,3,55,pos+ngs_shank,non_anchored,0.5697028948284147,0.0245674332009671,0.0103752591144289,0.0141921740865381
20,26,213,3,NG,3,105,pos+ngs_shank,anchored,0.0060160722148833,0.01223037694984,-0.0130083463511851,0.0252387233010252
20,26,213,3,NG,3,105,pos+ngs_shank,non_anchored,0.9939839277851168,0.0048900723102074,-0.0001120466984885,0.0050021190086959
21,15,213,1,NG,0,75,pos+ngs_shank,anchored,0.0238120365484489,0.0026426036620837,0.0023428690134471,0.0002997346486366
21,15,213,1,NG,0,75,pos+ngs_shank,non_anchored,0.9761879634515512,0.0011423115976357,-0.003873407944366,0.0050157195420018
21,15,213,1,NG,1,69,pos+ngs_shank,anchored,0.0238120365484489,0.0034815006983507,0.0023428690134471,0.0011386316849035
21,15,213,1,NG,1,69,pos+ngs_shank,non_anchored,0.9761879634515512,0.0093301983444473,-0.003873407944366,0.0132036062888134
21,15,213,1,NG,2,48,pos+ngs_shank,anchored,0.0238120365484489,0.0031042911339229,0.0023428690134471,0.0007614221204758
21,15,213,1,NG,2,48,pos+ngs_shank,non_anchored,0.9761879634515512,0.0034889104126855,-0.003873407944366,0.0073623183570515
21,17,213,1,NG,0,84,pos+ngs_shank,anchored,0.15653183368834908,0.021299466515045662,0.007103603536874892,0.01419586297817077
21,17,213,1,NG,0,84,pos+ngs_shank,non_anchored,0.8434681663116509,0.0422634597267626,-0.0014819276477957555,0.04374538737455835
21,17,213,1,NG,1,79,pos+ngs_shank,anchored,0.15653183368834908,0.053231148791818894,0.007103603536874892,0.046127545254944
21,17,213,1,NG,1,79,pos+ngs_shank,non_anchored,0.8434681663116509,0.06920165340588547,-0.0014819276477957555,0.07068358105368122
21,17,213,1,NG,2,44,pos+ngs_shank,anchored,0.15653183368834908,0.05791585011871281,0.007103603536874892,0.05081224658183792
21,17,213,1,NG,2,44,pos+ngs_shank,non_anchored,0.8434681663116509,0.06000735152699321,-0.0014819276477957555,0.06148927917478897
