mouse,day,target_cluster_id,target_shank_id,target_cell_type,cov_shank_id,n_ngs_cells,covariate_type,anchor_mode,prop_anchor_mode,pR2_cond,pR2_pos_cond,delta_pR2
20,14,299,2,NG,0,2,pos+ngs_shank,anchored,0.2781767638979154,0.005662875972571979,0.006165768496436463,-0.0005028925238644844
20,14,299,2,NG,0,2,pos+ngs_shank,non_anchored,0.7218232361020847,0.0035748270236808377,0.0037494487168762136,-0.0001746216931953759
20,14,299,2,NG,1,32,pos+ngs_shank,anchored,0.2781767638979154,0.018491106141843905,0.006165768496436463,0.012325337645407441
20,14,299,2,NG,1,32,pos+ngs_shank,non_anchored,0.7218232361020847,0.013537482415468371,0.0037494487168762136,0.009788033698592158
20,14,299,2,NG,2,53,pos+ngs_shank,anchored,0.2781767638979154,0.025474560529859525,0.006165768496436463,0.01930879203342306
20,14,299,2,NG,2,53,pos+ngs_shank,non_anchored,0.7218232361020847,0.020102346693532613,0.0037494487168762136,0.0163528979766564
20,14,299,2,NG,3,21,pos+ngs_shank,anchored,0.2781767638979154,0.010480639941704117,0.006165768496436463,0.004314871445267654
20,14,299,2,NG,3,21,pos+ngs_shank,non_anchored,0.7218232361020847,0.007126007831806613,0.0037494487168762136,0.0033765591149303997
20,16,299,3,NG,0,28,pos+ngs_shank,anchored,0.4960369406839108,0.029557647532175824,0.018191607441582103,0.011366040090593721
20,16,299,3,NG,0,28,pos+ngs_shank,non_anchored,0.5039630593160892,0.02794193277213275,0.015135676789047592,0.012806255983085157
20,16,299,3,NG,1,36,pos+ngs_shank,anchored,0.4960369406839108,0.028364894136168273,0.018191607441582103,0.01017328669458617
20,16,299,3,NG,1,36,pos+ngs_shank,non_anchored,0.5039630593160892,0.027371524407990067,0.015135676789047592,0.012235847618942475
20,16,299,3,NG,2,46,pos+ngs_shank,anchored,0.4960369406839108,0.03161165698938884,0.018191607441582103,0.013420049547806734
20,16,299,3,NG,2,46,pos+ngs_shank,non_anchored,0.5039630593160892,0.028745947724413523,0.015135676789047592,0.013610270935365931
20,16,299,3,NG,3,54,pos+ngs_shank,anchored,0.4960369406839108,0.028803490274145416,0.018191607441582103,0.010611882832563313
20,16,299,3,NG,3,54,pos+ngs_shank,non_anchored,0.5039630593160892,0.028287902067630544,0.015135676789047592,0.013152225278582952
