mouse,day,target_cluster_id,target_shank_id,target_cell_type,cov_shank_id,n_ngs_cells,covariate_type,anchor_mode,prop_anchor_mode,pR2_cond,pR2_pos_cond,delta_pR2
20,14,190,1,NG,0,2,pos+ngs_shank,anchored,0.2532782095323397,0.0312567380174453,0.0194590666220522,0.0117976713953931
20,14,190,1,NG,0,2,pos+ngs_shank,non_anchored,0.7467217904676603,0.0253237561939302,0.0113026553811305,0.0140211008127997
20,14,190,1,NG,1,31,pos+ngs_shank,anchored,0.2532782095323397,0.1691512835692927,0.0194590666220522,0.1496922169472405
20,14,190,1,NG,1,31,pos+ngs_shank,non_anchored,0.7467217904676603,0.1552890757397269,0.0113026553811305,0.1439864203585964
20,14,190,1,NG,2,54,pos+ngs_shank,anchored,0.2532782095323397,0.2403448719455699,0.0194590666220522,0.2208858053235177
20,14,190,1,NG,2,54,pos+ngs_shank,non_anchored,0.7467217904676603,0.235827899927302,0.0113026553811305,0.2245252445461715
20,14,190,1,NG,3,21,pos+ngs_shank,anchored,0.2532782095323397,0.0501874236291034,0.0194590666220522,0.0307283570070512
20,14,190,1,NG,3,21,pos+ngs_shank,non_anchored,0.7467217904676603,0.0379814896786721,0.0113026553811305,0.0266788342975415
20,14,190,1,NG,0,2,pos+ngs_shank,anchored,0.2532782095323397,0.0312567380174453,0.0194590666220522,0.0117976713953931
20,14,190,1,NG,0,2,pos+ngs_shank,non_anchored,0.7467217904676603,0.0253237561939302,0.0113026553811305,0.0140211008127997
20,14,190,1,NG,1,31,pos+ngs_shank,anchored,0.2532782095323397,0.1691512835692927,0.0194590666220522,0.1496922169472405
20,14,190,1,NG,1,31,pos+ngs_shank,non_anchored,0.7467217904676603,0.1552890757397269,0.0113026553811305,0.1439864203585964
20,14,190,1,NG,2,54,pos+ngs_shank,anchored,0.2532782095323397,0.2403448719455699,0.0194590666220522,0.2208858053235177
20,14,190,1,NG,2,54,pos+ngs_shank,non_anchored,0.7467217904676603,0.235827899927302,0.0113026553811305,0.2245252445461715
20,14,190,1,NG,3,21,pos+ngs_shank,anchored,0.2532782095323397,0.0501874236291034,0.0194590666220522,0.0307283570070512
20,14,190,1,NG,3,21,pos+ngs_shank,non_anchored,0.7467217904676603,0.0379814896786721,0.0113026553811305,0.0266788342975415
20,16,190,1,NG,0,28,pos+ngs_shank,anchored,0.2860969803421211,0.0851282529185658,0.0082045433382503,0.0769237095803154
20,16,190,1,NG,0,28,pos+ngs_shank,non_anchored,0.713903019657879,0.0772533487535517,0.0051472084971501,0.0721061402564016
20,16,190,1,NG,1,35,pos+ngs_shank,anchored,0.2860969803421211,0.0796378133521811,0.0082045433382503,0.0714332700139307
20,16,190,1,NG,1,35,pos+ngs_shank,non_anchored,0.713903019657879,0.0701237633506182,0.0051472084971501,0.0649765548534681
20,16,190,1,NG,2,46,pos+ngs_shank,anchored,0.2860969803421211,0.0751651494940587,0.0082045433382503,0.0669606061558083
20,16,190,1,NG,2,46,pos+ngs_shank,non_anchored,0.713903019657879,0.0703903297696976,0.0051472084971501,0.0652431212725475
20,16,190,1,NG,3,55,pos+ngs_shank,anchored,0.2860969803421211,0.0424265761026805,0.0082045433382503,0.0342220327644301
20,16,190,1,NG,3,55,pos+ngs_shank,non_anchored,0.713903019657879,0.0364702845471374,0.0051472084971501,0.0313230760499873
20,26,190,3,NG,3,105,pos+ngs_shank,anchored,0.14692316160281815,0.005906347536984269,0.002143091944901032,0.0037632555920832367
20,26,190,3,NG,3,105,pos+ngs_shank,non_anchored,0.8530768383971818,0.006683631440496218,0.0005245376063850449,0.006159093834111173
