mouse,day,target_cluster_id,target_shank_id,target_cell_type,cov_shank_id,n_ngs_cells,covariate_type,anchor_mode,prop_anchor_mode,pR2_cond,pR2_pos_cond,delta_pR2
20,14,105,1,NG,0,2,pos+ngs_shank,anchored,0.1115110074657433,0.0123657675115834,0.0155318875261475,-0.003166120014564
20,14,105,1,NG,0,2,pos+ngs_shank,non_anchored,0.8884889925342567,0.0061703569465557,0.0056172417366565,0.0005531152098992
20,14,105,1,NG,1,31,pos+ngs_shank,anchored,0.1115110074657433,0.0782280990965907,0.0155318875261475,0.0626962115704432
20,14,105,1,NG,1,31,pos+ngs_shank,non_anchored,0.8884889925342567,0.0715910312770697,0.0056172417366565,0.0659737895404132
20,14,105,1,NG,2,54,pos+ngs_shank,anchored,0.1115110074657433,0.0463690843404367,0.0155318875261475,0.0308371968142892
20,14,105,1,NG,2,54,pos+ngs_shank,non_anchored,0.8884889925342567,0.0376088014702779,0.0056172417366565,0.0319915597336213
20,14,105,1,NG,3,21,pos+ngs_shank,anchored,0.1115110074657433,0.0218624491919937,0.0155318875261475,0.0063305616658462
20,14,105,1,NG,3,21,pos+ngs_shank,non_anchored,0.8884889925342567,0.0195052216528269,0.0056172417366565,0.0138879799161704
20,14,105,1,NG,0,2,pos+ngs_shank,anchored,0.1115110074657433,0.0123657675115834,0.0155318875261475,-0.003166120014564
20,14,105,1,NG,0,2,pos+ngs_shank,non_anchored,0.8884889925342567,0.0061703569465557,0.0056172417366565,0.0005531152098992
20,14,105,1,NG,1,31,pos+ngs_shank,anchored,0.1115110074657433,0.0782280990965907,0.0155318875261475,0.0626962115704432
20,14,105,1,NG,1,31,pos+ngs_shank,non_anchored,0.8884889925342567,0.0715910312770697,0.0056172417366565,0.0659737895404132
20,14,105,1,NG,2,54,pos+ngs_shank,anchored,0.1115110074657433,0.0463690843404367,0.0155318875261475,0.0308371968142892
20,14,105,1,NG,2,54,pos+ngs_shank,non_anchored,0.8884889925342567,0.0376088014702779,0.0056172417366565,0.0319915597336213
20,14,105,1,NG,3,21,pos+ngs_shank,anchored,0.1115110074657433,0.0218624491919937,0.0155318875261475,0.0063305616658462
20,14,105,1,NG,3,21,pos+ngs_shank,non_anchored,0.8884889925342567,0.0195052216528269,0.0056172417366565,0.0138879799161704
20,15,105,1,NG,0,1,pos+ngs_shank,anchored,0.0651975876661938,0.0054202157552216,-0.0018283766065891,0.0072485923618108
20,15,105,1,NG,0,1,pos+ngs_shank,non_anchored,0.934802412333806,-0.0011464500838771,-0.0026302096519519,0.0014837595680747
20,15,105,1,NG,1,23,pos+ngs_shank,anchored,0.0651975876661938,0.0113810037570661,-0.0018283766065891,0.0132093803636553
20,15,105,1,NG,1,23,pos+ngs_shank,non_anchored,0.934802412333806,0.0058377216635823,-0.0026302096519519,0.0084679313155342
20,15,105,1,NG,2,10,pos+ngs_shank,anchored,0.0651975876661938,0.0056562205838313,-0.0018283766065891,0.0074845971904204
20,15,105,1,NG,2,10,pos+ngs_shank,non_anchored,0.934802412333806,-0.0001291548396535,-0.0026302096519519,0.0025010548122983
20,15,105,1,NG,3,15,pos+ngs_shank,anchored,0.0651975876661938,0.0019670479792112,-0.0018283766065891,0.0037954245858004
20,15,105,1,NG,3,15,pos+ngs_shank,non_anchored,0.934802412333806,-0.0002683034878852,-0.0026302096519519,0.0023619061640667
20,14,105,1,NG,0,2,pos+ngs_shank,anchored,0.1115110074657433,0.0123657675115834,0.0155318875261475,-0.003166120014564
20,14,105,1,NG,0,2,pos+ngs_shank,non_anchored,0.8884889925342567,0.0061703569465557,0.0056172417366565,0.0005531152098992
20,14,105,1,NG,1,31,pos+ngs_shank,anchored,0.1115110074657433,0.0782280990965907,0.0155318875261475,0.0626962115704432
20,14,105,1,NG,1,31,pos+ngs_shank,non_anchored,0.8884889925342567,0.0715910312770697,0.0056172417366565,0.0659737895404132
20,14,105,1,NG,2,54,pos+ngs_shank,anchored,0.1115110074657433,0.0463690843404367,0.0155318875261475,0.0308371968142892
20,14,105,1,NG,2,54,pos+ngs_shank,non_anchored,0.8884889925342567,0.0376088014702779,0.0056172417366565,0.0319915597336213
20,14,105,1,NG,3,21,pos+ngs_shank,anchored,0.1115110074657433,0.0218624491919937,0.0155318875261475,0.0063305616658462
20,14,105,1,NG,3,21,pos+ngs_shank,non_anchored,0.8884889925342567,0.0195052216528269,0.0056172417366565,0.0138879799161704
20,15,105,1,NG,0,1,pos+ngs_shank,anchored,0.0651975876661938,0.0054202157552216,-0.0018283766065891,0.0072485923618108
20,15,105,1,NG,0,1,pos+ngs_shank,non_anchored,0.934802412333806,-0.0011464500838771,-0.0026302096519519,0.0014837595680747
20,15,105,1,NG,1,23,pos+ngs_shank,anchored,0.0651975876661938,0.0113810037570661,-0.0018283766065891,0.0132093803636553
20,15,105,1,NG,1,23,pos+ngs_shank,non_anchored,0.934802412333806,0.0058377216635823,-0.0026302096519519,0.0084679313155342
20,15,105,1,NG,2,10,pos+ngs_shank,anchored,0.0651975876661938,0.0056562205838313,-0.0018283766065891,0.0074845971904204
20,15,105,1,NG,2,10,pos+ngs_shank,non_anchored,0.934802412333806,-0.0001291548396535,-0.0026302096519519,0.0025010548122983
20,15,105,1,NG,3,15,pos+ngs_shank,anchored,0.0651975876661938,0.0019670479792112,-0.0018283766065891,0.0037954245858004
20,15,105,1,NG,3,15,pos+ngs_shank,non_anchored,0.934802412333806,-0.0002683034878852,-0.0026302096519519,0.0023619061640667
20,21,105,2,NG,2,69,pos+ngs_shank,anchored,0.0852201502057841,0.0142297290650708,0.0078160830414139,0.0064136460236569
20,21,105,2,NG,2,69,pos+ngs_shank,non_anchored,0.914779849794216,0.0111662385051839,0.0009693481266909,0.010196890378493
21,16,105,0,NG,0,49,pos+ngs_shank,anchored,0.039991456221349586,0.010975498870307798,0.001422198162763122,0.009553300707544676
21,16,105,0,NG,0,49,pos+ngs_shank,non_anchored,0.9600085437786504,0.011369218172287976,-0.0029870341003956913,0.014356252272683667
21,16,105,0,NG,1,40,pos+ngs_shank,anchored,0.039991456221349586,0.024404273048059033,0.001422198162763122,0.02298207488529591
21,16,105,0,NG,1,40,pos+ngs_shank,non_anchored,0.9600085437786504,0.0199479105825493,-0.0029870341003956913,0.02293494468294499
21,16,105,0,NG,2,30,pos+ngs_shank,anchored,0.039991456221349586,0.024931862972459418,0.001422198162763122,0.023509664809696296
21,16,105,0,NG,2,30,pos+ngs_shank,non_anchored,0.9600085437786504,0.00033663910041981104,-0.0029870341003956913,0.0033236732008155023
21,16,105,0,NG,3,52,pos+ngs_shank,anchored,0.039991456221349586,0.023029549811352856,0.001422198162763122,0.021607351648589734
21,16,105,0,NG,3,52,pos+ngs_shank,non_anchored,0.9600085437786504,0.020490646599399698,-0.0029870341003956913,0.02347768069979539
