mouse,day,target_cluster_id,target_shank_id,target_cell_type,cov_shank_id,n_ngs_cells,covariate_type,anchor_mode,prop_anchor_mode,pR2_cond,pR2_pos_cond,delta_pR2
20,16,183,1,NG,0,28,pos+ngs_shank,anchored,0.05857042646384641,0.0312649562018773,0.0011420307797396223,0.03012292542213768
20,16,183,1,NG,0,28,pos+ngs_shank,non_anchored,0.9414295735361536,0.031105320958855542,0.002789886986413359,0.028315433972442183
20,16,183,1,NG,1,35,pos+ngs_shank,anchored,0.05857042646384641,0.03151740339557596,0.0011420307797396223,0.030375372615836338
20,16,183,1,NG,1,35,pos+ngs_shank,non_anchored,0.9414295735361536,0.028697272505230575,0.002789886986413359,0.025907385518817216
20,16,183,1,NG,2,46,pos+ngs_shank,anchored,0.05857042646384641,0.023618884135248153,0.0011420307797396223,0.02247685335550853
20,16,183,1,NG,2,46,pos+ngs_shank,non_anchored,0.9414295735361536,0.021336065334556675,0.002789886986413359,0.018546178348143316
20,16,183,1,NG,3,55,pos+ngs_shank,anchored,0.05857042646384641,0.005255177828744517,0.0011420307797396223,0.004113147049004895
20,16,183,1,NG,3,55,pos+ngs_shank,non_anchored,0.9414295735361536,0.006398858917307071,0.002789886986413359,0.003608971930893712
20,19,183,1,NG,0,3,pos+ngs_shank,anchored,0.0029232749405528045,0.0023157215455966718,-0.01670249023941195,0.01901821178500862
20,19,183,1,NG,0,3,pos+ngs_shank,non_anchored,0.9970767250594472,0.011852808748366472,-0.0019680932244015015,0.013820901972767974
20,19,183,1,NG,1,24,pos+ngs_shank,anchored,0.0029232749405528045,-0.028940427760628218,-0.01670249023941195,-0.012237937521216269
20,19,183,1,NG,1,24,pos+ngs_shank,non_anchored,0.9970767250594472,0.03134559770830658,-0.0019680932244015015,0.033313690932708084
20,19,183,1,NG,2,44,pos+ngs_shank,anchored,0.0029232749405528045,0.0015063392382861363,-0.01670249023941195,0.018208829477698085
20,19,183,1,NG,2,44,pos+ngs_shank,non_anchored,0.9970767250594472,0.00768857756160457,-0.0019680932244015015,0.009656670786006072
20,19,183,1,NG,3,19,pos+ngs_shank,anchored,0.0029232749405528045,-0.00746310084285895,-0.01670249023941195,0.009239389396553
20,19,183,1,NG,3,19,pos+ngs_shank,non_anchored,0.9970767250594472,-0.0014159720409734344,-0.0019680932244015015,0.000552121183428067
20,20,183,1,NG,1,87,pos+ngs_shank,anchored,0.04676255010075511,0.059380522771763866,0.007388939828808283,0.05199158294295558
20,20,183,1,NG,1,87,pos+ngs_shank,non_anchored,0.9532374498992449,0.045957341042743294,0.0013257669906244773,0.044631574052118816
