mouse,day,target_cluster_id,target_shank_id,target_cell_type,cov_shank_id,n_ngs_cells,covariate_type,anchor_mode,prop_anchor_mode,pR2_cond,pR2_pos_cond,delta_pR2
20,14,128,1,NG,0,2,pos+ngs_shank,anchored,0.1404946942431309,-0.0285130847206922,-0.0411526221552747,0.0126395374345824
20,14,128,1,NG,0,2,pos+ngs_shank,non_anchored,0.8595053057568691,0.0165971300438516,0.0138709644586431,0.0027261655852085
20,14,128,1,NG,1,31,pos+ngs_shank,anchored,0.1404946942431309,0.0991002172580213,-0.0411526221552747,0.140252839413296
20,14,128,1,NG,1,31,pos+ngs_shank,non_anchored,0.8595053057568691,0.0993030908760745,0.0138709644586431,0.0854321264174314
20,14,128,1,NG,2,54,pos+ngs_shank,anchored,0.1404946942431309,0.0546391968950596,-0.0411526221552747,0.0957918190503344
20,14,128,1,NG,2,54,pos+ngs_shank,non_anchored,0.8595053057568691,0.0731781947852872,0.0138709644586431,0.059307230326644
20,14,128,1,NG,3,21,pos+ngs_shank,anchored,0.1404946942431309,-0.0043848407657611,-0.0411526221552747,0.0367677813895135
20,14,128,1,NG,3,21,pos+ngs_shank,non_anchored,0.8595053057568691,0.0387041443379672,0.0138709644586431,0.024833179879324
20,21,128,2,NG,2,69,pos+ngs_shank,anchored,0.4266387850415451,0.018767784343969973,0.012011522124551033,0.00675626221941894
20,21,128,2,NG,2,69,pos+ngs_shank,non_anchored,0.5733612149584549,0.013560059458181062,0.006469384691211388,0.0070906747669696735
