mouse,day,target_cluster_id,target_shank_id,target_cell_type,cov_shank_id,n_ngs_cells,covariate_type,anchor_mode,prop_anchor_mode,pR2_cond,pR2_pos_cond,delta_pR2
20,14,275,2,NG,0,2,pos+ngs_shank,anchored,0.1205059447414843,0.010843709305854432,0.009799891111978432,0.0010438181938760005
20,14,275,2,NG,0,2,pos+ngs_shank,non_anchored,0.8794940552585157,0.01449754681803106,0.015380740223709055,-0.0008831934056779955
20,14,275,2,NG,1,32,pos+ngs_shank,anchored,0.1205059447414843,0.03856639909392878,0.009799891111978432,0.02876650798195035
20,14,275,2,NG,1,32,pos+ngs_shank,non_anchored,0.8794940552585157,0.053204452791551504,0.015380740223709055,0.03782371256784245
20,14,275,2,NG,2,53,pos+ngs_shank,anchored,0.1205059447414843,0.05134854819504886,0.009799891111978432,0.04154865708307043
20,14,275,2,NG,2,53,pos+ngs_shank,non_anchored,0.8794940552585157,0.06023968875651009,0.015380740223709055,0.044858948532801035
20,14,275,2,NG,3,21,pos+ngs_shank,anchored,0.1205059447414843,0.02191720878590675,0.009799891111978432,0.012117317673928318
20,14,275,2,NG,3,21,pos+ngs_shank,non_anchored,0.8794940552585157,0.025057766451566432,0.015380740223709055,0.009677026227857377
20,16,275,3,NG,0,28,pos+ngs_shank,anchored,0.09999061017304899,0.022618589932593025,0.0018844498167626123,0.020734140115830413
20,16,275,3,NG,0,28,pos+ngs_shank,non_anchored,0.900009389826951,0.020093873322699296,0.0008175858729850827,0.019276287449714213
20,16,275,3,NG,1,36,pos+ngs_shank,anchored,0.09999061017304899,0.02068646006864594,0.0018844498167626123,0.018802010251883328
20,16,275,3,NG,1,36,pos+ngs_shank,non_anchored,0.900009389826951,0.016904188303368484,0.0008175858729850827,0.0160866024303834
20,16,275,3,NG,2,46,pos+ngs_shank,anchored,0.09999061017304899,0.023092364018446943,0.0018844498167626123,0.02120791420168433
20,16,275,3,NG,2,46,pos+ngs_shank,non_anchored,0.900009389826951,0.01911208489413052,0.0008175858729850827,0.01829449902114544
20,16,275,3,NG,3,54,pos+ngs_shank,anchored,0.09999061017304899,0.01270841149607227,0.0018844498167626123,0.010823961679309657
20,16,275,3,NG,3,54,pos+ngs_shank,non_anchored,0.900009389826951,0.011413150190147103,0.0008175858729850827,0.01059556431716202
20,17,275,2,NG,1,22,pos+ngs_shank,anchored,0.11055320990462664,0.03649683686909433,0.0005960626633605415,0.03590077420573379
20,17,275,2,NG,1,22,pos+ngs_shank,non_anchored,0.8894467900953734,0.03744418161651053,-0.0007261113404226638,0.038170292956933194
20,17,275,2,NG,2,23,pos+ngs_shank,anchored,0.11055320990462664,0.014051194728829541,0.0005960626633605415,0.013455132065469
20,17,275,2,NG,2,23,pos+ngs_shank,non_anchored,0.8894467900953734,0.018795107408550837,-0.0007261113404226638,0.0195212187489735
20,17,275,2,NG,3,24,pos+ngs_shank,anchored,0.11055320990462664,0.003285819350481778,0.0005960626633605415,0.0026897566871212364
20,17,275,2,NG,3,24,pos+ngs_shank,non_anchored,0.8894467900953734,0.005298509693141051,-0.0007261113404226638,0.006024621033563715
