mouse,day,target_cluster_id,target_shank_id,target_cell_type,cov_shank_id,n_ngs_cells,covariate_type,anchor_mode,prop_anchor_mode,pR2_cond,pR2_pos_cond,delta_pR2
20,14,306,2,NG,0,2,pos+ngs_shank,anchored,0.312556320759354,2.465243806071271e-05,0.0018159180362804,-0.0017912655982197
20,14,306,2,NG,0,2,pos+ngs_shank,non_anchored,0.687443679240646,0.0005016852605482,0.0006425042094649,-0.0001408189489167
20,14,306,2,NG,1,32,pos+ngs_shank,anchored,0.312556320759354,0.0094954745285534,0.0018159180362804,0.007679556492273
20,14,306,2,NG,1,32,pos+ngs_shank,non_anchored,0.687443679240646,0.0054531731083932,0.0006425042094649,0.0048106688989282
20,14,306,2,NG,2,53,pos+ngs_shank,anchored,0.312556320759354,0.0159505166786562,0.0018159180362804,0.0141345986423757
20,14,306,2,NG,2,53,pos+ngs_shank,non_anchored,0.687443679240646,0.0122530748330589,0.0006425042094649,0.0116105706235939
20,14,306,2,NG,3,21,pos+ngs_shank,anchored,0.312556320759354,0.0040290935229096,0.0018159180362804,0.0022131754866292
20,14,306,2,NG,3,21,pos+ngs_shank,non_anchored,0.687443679240646,0.0035810496278849,0.0006425042094649,0.0029385454184199
21,17,306,1,NG,0,84,pos+ngs_shank,anchored,0.10225001505850916,0.004043198422494565,0.001571321402103809,0.002471877020390756
21,17,306,1,NG,0,84,pos+ngs_shank,non_anchored,0.8977499849414908,0.003609208890187232,-0.0007334279279029854,0.0043426368180902175
21,17,306,1,NG,1,79,pos+ngs_shank,anchored,0.10225001505850916,0.010361455808568953,0.001571321402103809,0.008790134406465144
21,17,306,1,NG,1,79,pos+ngs_shank,non_anchored,0.8977499849414908,0.014117642801349528,-0.0007334279279029854,0.014851070729252513
21,17,306,1,NG,2,44,pos+ngs_shank,anchored,0.10225001505850916,0.007203946120727278,0.001571321402103809,0.005632624718623469
21,17,306,1,NG,2,44,pos+ngs_shank,non_anchored,0.8977499849414908,0.00871099711701373,-0.0007334279279029854,0.009444425044916716
