mouse,day,target_cluster_id,target_shank_id,target_cell_type,cov_shank_id,n_ngs_cells,covariate_type,anchor_mode,prop_anchor_mode,pR2_cond,pR2_pos_cond,delta_pR2
20,18,513,3,NG,0,2,pos+ngs_shank,anchored,0.41664167507293004,0.002191066232739902,0.001988588223670873,0.00020247800906902924
20,18,513,3,NG,0,2,pos+ngs_shank,non_anchored,0.58335832492707,0.004119702094500632,0.003846775212899778,0.00027292688160085454
20,18,513,3,NG,1,33,pos+ngs_shank,anchored,0.41664167507293004,0.004568279547153331,0.001988588223670873,0.002579691323482458
20,18,513,3,NG,1,33,pos+ngs_shank,non_anchored,0.58335832492707,0.005561982660390097,0.003846775212899778,0.001715207447490319
20,18,513,3,NG,2,47,pos+ngs_shank,anchored,0.41664167507293004,0.005210758524350267,0.001988588223670873,0.0032221703006793945
20,18,513,3,NG,2,47,pos+ngs_shank,non_anchored,0.58335832492707,0.0047777977102826386,0.003846775212899778,0.0009310224973828607
20,18,513,3,NG,3,22,pos+ngs_shank,anchored,0.41664167507293004,0.0037983024275832777,0.001988588223670873,0.0018097142039124048
20,18,513,3,NG,3,22,pos+ngs_shank,non_anchored,0.58335832492707,0.00514392194172264,0.003846775212899778,0.0012971467288228622
