mouse,day,target_cluster_id,target_cell_type,target_medlat,target_SC_x_abs,cov_region,n_ngs_cells,covariate_type,pR2_cv,same_region
27,18,311,GC,medial,2700.0,,,pos,0.010982298322521589,
27,18,311,GC,medial,2700.0,medial,23.0,pos+ngs_medial,0.04564480833733131,True
