mouse,day,target_cluster_id,target_cell_type,target_medlat,target_SC_x_abs,cov_region,n_ngs_cells,covariate_type,pR2_cv,same_region
21,26,142,GC,medial,3194.5958423641405,,,pos,0.002946996995292728,
21,26,142,GC,medial,3194.5958423641405,medial,107.0,pos+ngs_medial,0.09901628739686796,True
