mouse,day,target_cluster_id,target_cell_type,target_medlat,target_SC_x_abs,cov_region,n_ngs_cells,covariate_type,pR2_cv,same_region
21,16,499,GC,medial,3194.430249451827,,,pos,0.014055476598794647,
21,16,499,GC,medial,3194.430249451827,lateral,120.0,pos+ngs_lateral,0.14165801656699345,False
21,16,499,GC,medial,3194.430249451827,medial,52.0,pos+ngs_medial,0.16843786712563968,True
