mouse,day,target_cluster_id,target_cell_type,target_medlat,target_SC_x_abs,cov_region,n_ngs_cells,covariate_type,pR2_cv,same_region
20,20,135,GC,medial,3330.0,,,pos,0.015247188103173891,
20,20,135,GC,medial,3330.0,medial,88.0,pos+ngs_medial,0.16608956974771652,True
