mouse,day,target_cluster_id,target_cell_type,target_medlat,target_SC_x_abs,cov_region,n_ngs_cells,covariate_type,pR2_cv,same_region
20,16,323,GC,lateral,3655.4508837393496,,,pos,0.004495821758024843,
20,16,323,GC,lateral,3655.4508837393496,lateral,101.0,pos+ngs_lateral,0.025677066148681104,True
20,16,323,GC,lateral,3655.4508837393496,medial,64.0,pos+ngs_medial,0.022208232293142827,False
