mouse,day,target_cluster_id,target_cell_type,target_medlat,target_SC_x_abs,cov_region,n_ngs_cells,covariate_type,pR2_cv,same_region
28,20,84,GC,lateral,3600.0,,,pos,-0.002540637508917154,
28,20,84,GC,lateral,3600.0,lateral,94.0,pos+ngs_lateral,0.043085481475733246,True
