mouse,day,target_cluster_id,target_cell_type,target_medlat,target_SC_x_abs,cov_region,n_ngs_cells,covariate_type,pR2_cv,same_region
20,14,357,NG,lateral,3655.297708294296,,,pos,0.0038655221951215844,
20,14,357,NG,lateral,3655.297708294296,lateral,74.0,pos+ngs_lateral,0.012609730510798245,True
20,14,357,NG,lateral,3655.297708294296,medial,34.0,pos+ngs_medial,0.008012671948089379,False
