mouse,day,target_cluster_id,target_cell_type,target_medlat,target_SC_x_abs,cov_region,n_ngs_cells,covariate_type,pR2_cv,same_region
21,22,250,GC,lateral,3486.407941522434,,,pos,0.01100084523386432,
21,22,250,GC,lateral,3486.407941522434,lateral,100.0,pos+ngs_lateral,0.15304071657565335,True
