mouse,day,target_cluster_id,target_cell_type,target_medlat,target_SC_x_abs,cov_region,n_ngs_cells,covariate_type,pR2_cv,same_region
21,21,139,GC,medial,3191.7807628548094,,,pos,-0.021567393098830833,
21,21,139,GC,medial,3191.7807628548094,medial,131.0,pos+ngs_medial,0.2467520430266338,True
