mouse,day,target_cluster_id,target_cell_type,target_medlat,target_SC_x_abs,cov_region,n_ngs_cells,covariate_type,pR2_cv,same_region
29,23,211,GC,medial,3270.0,,,pos,0.03155502003632985,
29,23,211,GC,medial,3270.0,lateral,89.0,pos+ngs_lateral,0.12598221609605537,False
29,23,211,GC,medial,3270.0,medial,31.0,pos+ngs_medial,0.1785208186455159,True
