mouse,day,target_cluster_id,target_cell_type,target_medlat,target_SC_x_abs,cov_region,n_ngs_cells,covariate_type,pR2_cv,same_region
25,20,140,GC,medial,3000.0,,,pos,-0.004040063105563707,
25,20,140,GC,medial,3000.0,medial,31.0,pos+ngs_medial,0.12280880155695613,True
