mouse,day,target_cluster_id,target_cell_type,target_medlat,target_SC_x_abs,cov_region,n_ngs_cells,covariate_type,pR2_cv,same_region
21,15,230,GC,lateral,3606.067318112269,,,pos,-0.0008811517880556785,
21,15,230,GC,lateral,3606.067318112269,lateral,193.0,pos+ngs_lateral,0.03168518243973467,True
