mouse,day,target_cluster_id,target_cell_type,target_medlat,target_SC_x_abs,cov_region,n_ngs_cells,covariate_type,pR2_cv,same_region
28,17,252,GC,lateral,3600.0,,,pos,0.036391098981326954,
28,17,252,GC,lateral,3600.0,lateral,13.0,pos+ngs_lateral,0.08250471992314252,True
28,17,252,GC,lateral,3600.0,medial,44.0,pos+ngs_medial,0.06833761973706122,False
