mouse,day,target_cluster_id,target_cell_type,target_medlat,target_SC_x_abs,cov_region,n_ngs_cells,covariate_type,pR2_cv,same_region
20,19,256,GC,lateral,3510.0,,,pos,0.02598669767975329,
20,19,256,GC,lateral,3510.0,lateral,63.0,pos+ngs_lateral,0.0333269551317434,True
20,19,256,GC,lateral,3510.0,medial,28.0,pos+ngs_medial,0.028683565218384055,False
