mouse,day,grid_module,target_cluster_id,cov_cluster_id,covariate_type,pR2_cv,euclidean_distance_um
25,24,1,112,,pos,0.00237397553753107,
25,24,1,112,124.0,pos+cell,0.013942973993160501,60.0000000000005
25,24,1,112,128.0,pos+cell,0.00859624794746311,90.0000000000003
25,24,1,112,130.0,pos+cell,0.05941691070235209,90.0000000000003
25,24,1,112,135.0,pos+cell,0.002074999839456193,120.0000000000001
25,24,1,112,144.0,pos+cell,0.0037587746878233073,195.00000000000028
25,24,1,112,146.0,pos+cell,0.0046477021349424445,195.00000000000028
25,24,1,112,147.0,pos+cell,0.008703275233535767,209.99999999999997
25,24,1,112,149.0,pos+cell,0.01820898713115009,209.99999999999997
25,24,1,112,152.0,pos+cell,0.016050223383702766,209.99999999999997
25,24,1,112,153.0,pos+cell,0.019450595685176243,225.00000000000054
25,24,1,112,160.0,pos+cell,0.027126265205433552,225.00000000000054
25,24,1,112,162.0,pos+cell,0.008384237625700185,254.99999999999963
25,24,1,112,167.0,pos+cell,0.022346438474625897,240.0000000000002
25,24,1,112,172.0,pos+cell,0.026415374868462606,270.00000000000045
25,24,1,112,181.0,pos+cell,0.0033095385556068946,300.0000000000003
25,24,1,112,182.0,pos+cell,0.00579378824166682,315.0000000000001
25,24,1,112,204.0,pos+cell,0.00689987748179558,435.0000000000002
25,24,1,112,216.0,pos+cell,0.023510638567185806,495.00000000000074
25,24,1,112,224.0,pos+cell,0.0028950070724405807,540.0000000000002
25,24,1,112,240.0,pos+cell,0.027926944971937227,705.0000000000007
