mouse,day,grid_module,target_cluster_id,cov_cluster_id,covariate_type,pR2_cv,euclidean_distance_um
25,24,1,182,,pos,0.039361620284904184,
25,24,1,182,112.0,pos+cell,0.041344069085795146,315.0000000000001
25,24,1,182,124.0,pos+cell,0.04288316721562877,254.99999999999963
25,24,1,182,128.0,pos+cell,0.05073576467127131,224.99999999999983
25,24,1,182,130.0,pos+cell,0.05375051815797886,224.99999999999983
25,24,1,182,135.0,pos+cell,0.04523729439270693,195.00000000000003
25,24,1,182,144.0,pos+cell,0.06023409541099276,119.99999999999984
25,24,1,182,146.0,pos+cell,0.08984168160607196,119.99999999999984
25,24,1,182,147.0,pos+cell,0.05008940296789881,105.00000000000017
25,24,1,182,149.0,pos+cell,0.054009534230202015,105.00000000000017
25,24,1,182,152.0,pos+cell,0.09790574122035658,105.00000000000017
25,24,1,182,153.0,pos+cell,0.21719079088740653,89.99999999999959
25,24,1,182,160.0,pos+cell,0.0598384041445433,89.99999999999959
25,24,1,182,162.0,pos+cell,0.04141753340769135,60.0000000000005
25,24,1,182,167.0,pos+cell,0.2029517216171024,74.99999999999991
25,24,1,182,172.0,pos+cell,0.09459763227093987,44.999999999999666
25,24,1,182,181.0,pos+cell,0.0578850936717612,14.99999999999986
25,24,1,182,204.0,pos+cell,0.053568096910868855,120.0000000000001
25,24,1,182,216.0,pos+cell,0.05009606299301318,180.0000000000006
25,24,1,182,224.0,pos+cell,0.07585025283939684,225.00000000000009
25,24,1,182,240.0,pos+cell,0.04921957058244736,390.00000000000057
