mouse,day,grid_module,target_cluster_id,cov_cluster_id,covariate_type,pR2_cv,euclidean_distance_um
28,19,1,55,,pos,0.013040377462145824,
28,19,1,55,27.0,pos+cell,0.017182464471387826,104.99999999999977
28,19,1,55,35.0,pos+cell,0.03390679109234065,75.00000000000026
28,19,1,55,56.0,pos+cell,0.02282859321137004,0.0
28,19,1,55,58.0,pos+cell,0.023179781146410484,14.99999999999989
28,19,1,55,71.0,pos+cell,0.02164192248116955,74.99999999999972
28,19,1,55,99.0,pos+cell,0.02448933788074875,179.99999999999994
28,19,1,55,100.0,pos+cell,0.030031438118893184,194.9999999999992
28,19,1,55,110.0,pos+cell,0.019424562449183815,209.9999999999999
28,19,1,55,115.0,pos+cell,0.0207383771807347,255.00000000000003
28,19,1,55,116.0,pos+cell,0.015433118275811675,285.00000000000006
28,19,1,55,128.0,pos+cell,0.01878382572320255,359.9999999999999
28,19,1,55,134.0,pos+cell,0.01905689013445332,405.0000000000001
28,19,1,55,135.0,pos+cell,0.015444114030731326,435.00000000000006
28,19,1,55,143.0,pos+cell,0.02290644021556616,494.9999999999996
