mouse,day,grid_module,target_cluster_id,cov_cluster_id,covariate_type,pR2_cv,euclidean_distance_um
25,25,0,104,,pos,0.025094094182465766,
25,25,0,104,3.0,pos+cell,0.05052719352881445,281.2624692128964
25,25,0,104,14.0,pos+cell,0.03929832378035174,271.52326105270646
25,25,0,104,15.0,pos+cell,0.043190433757655786,271.52326105270646
25,25,0,104,69.0,pos+cell,0.04062920290304558,150.0
25,25,0,104,71.0,pos+cell,0.03522733024046909,135.00000000000003
25,25,0,104,76.0,pos+cell,0.031391485227994356,105.00000000000053
25,25,0,104,79.0,pos+cell,0.04376297614614967,120.00000000000006
25,25,0,104,82.0,pos+cell,0.03400799763936581,120.00000000000006
25,25,0,104,83.0,pos+cell,0.06814695126937952,120.00000000000006
25,25,0,104,85.0,pos+cell,0.03725757900702544,60.00000000000016
25,25,0,104,87.0,pos+cell,0.06478430077420501,90.00000000000011
25,25,0,104,88.0,pos+cell,0.02957761587316422,75.00000000000014
25,25,0,104,89.0,pos+cell,0.04693854577749035,75.00000000000014
25,25,0,104,91.0,pos+cell,0.0565250228181828,60.00000000000016
25,25,0,104,95.0,pos+cell,0.054440150314823035,44.999999999999915
25,25,0,104,96.0,pos+cell,0.07529574015952731,29.999999999999947
25,25,0,104,101.0,pos+cell,0.0910944642493517,15.00000000000042
25,25,0,104,105.0,pos+cell,0.04993313188482758,14.999999999999973
25,25,0,104,109.0,pos+cell,0.031278411644659374,29.999999999999947
25,25,0,104,110.0,pos+cell,0.0852531492890973,29.999999999999947
25,25,0,104,111.0,pos+cell,0.05475047832959775,29.999999999999947
25,25,0,104,120.0,pos+cell,0.03511541941227018,105.00000000000053
25,25,0,104,207.0,pos+cell,0.026910279967696904,270.55071783956197
25,25,0,104,214.0,pos+cell,0.055452579096395685,270.3191640716725
25,25,0,104,215.0,pos+cell,0.052882442536247284,270.9191946047997
25,25,0,104,219.0,pos+cell,0.035605641813435694,270.9191946047997
25,25,0,104,221.0,pos+cell,0.0381045952664005,274.5846483092679
25,25,0,104,227.0,pos+cell,0.04802237173886581,281.41827973487324
25,25,0,104,230.0,pos+cell,0.04063403712307269,291.19712782022157
25,25,0,104,231.0,pos+cell,0.048600846464230185,291.19712782022157
25,25,0,104,232.0,pos+cell,0.030982709316063818,285.95630384700553
25,25,0,104,233.0,pos+cell,0.02797425656274819,285.95630384700553
25,25,0,104,234.0,pos+cell,0.03956973969930625,291.19712782022157
25,25,0,104,235.0,pos+cell,0.04301607044037583,291.19712782022157
