mouse,day,grid_module,target_cluster_id,cov_cluster_id,covariate_type,pR2_cv,euclidean_distance_um
25,20,0,169,,pos,-0.00968034535685327,
25,20,0,169,120.0,pos+cell,0.010025399907045929,254.99999999999963
25,20,0,169,126.0,pos+cell,0.010871855898916394,209.9999999999997
25,20,0,169,129.0,pos+cell,0.006907259180584047,224.99999999999937
25,20,0,169,137.0,pos+cell,0.057347234949990444,149.9999999999992
25,20,0,169,146.0,pos+cell,0.038059851770190355,104.99999999999883
25,20,0,169,156.0,pos+cell,0.008727726024962468,59.999999999999346
25,20,0,169,159.0,pos+cell,0.031568101245384096,44.999999999999666
25,20,0,169,162.0,pos+cell,0.02091398017861109,29.999999999999094
25,20,0,169,164.0,pos+cell,0.026430037975509014,44.999999999999666
25,20,0,169,165.0,pos+cell,4.175011254543559e-05,14.999999999999414
25,20,0,169,170.0,pos+cell,0.18452432526047224,0.0
25,20,0,169,200.0,pos+cell,0.02036860017894817,210.00000000000043
25,20,0,169,227.0,pos+cell,0.20908590564837648,435.0000000000009
